restaurant_id,postal_code,restaurant_name,restaurant_address,dish_name,category,MAIN MUNICIPALITY
138915,9000,Frituur artevelde,Wondelgemstraat 34,Pepper rings 5st,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Broccoli Nuggets 5st,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Bamischijf,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Mini Bamiballetjes 5st,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Chili cheese nugget 5st,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Kaassoufle,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Falafel 5st,Vegetarische Snacks,GENT
138915,9000,Frituur artevelde,Wondelgemstraat 34,Jalapenos balls 5st,Vegetarische Snacks,GENT
501335,3000,Tikka masala house,Tiensestraat 65,Palak paneer,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Mix veg curry,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Alu mater,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Chana masala,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Matar paneer,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Paneer makhni,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Alu gobi,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Tadka dal,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Alu palak,Vegetarian dishes,LEUVEN
501335,3000,Tikka masala house,Tiensestraat 65,Alu chana,Vegetarian dishes,LEUVEN
440015,9000,Carrefour Express Overpoort,2 Overpoortstraat,Garden Gourmet Burger Deluxe Mini 180 g,Vegan & vegetarisch,GENT
440015,9000,Carrefour Express Overpoort,2 Overpoortstraat,"Carrefour Veggie Sojaballetjes Tomaat, Basilicum  x 12 Ongeveer 200 g",Vegan & vegetarisch,GENT
440015,9000,Carrefour Express Overpoort,2 Overpoortstraat,Vivera Vegan Nuggets 200 g,Vegan & vegetarisch,GENT
257668,8500,Pitta House,burgemeester reynaerstraat 10,Broodje Falafel,Vegetarisch,KORTRIJK
257668,8500,Pitta House,burgemeester reynaerstraat 10,Durum Falafel,Vegetarisch,KORTRIJK
257668,8500,Pitta House,burgemeester reynaerstraat 10,Falafel kapsalon,Vegetarisch,KORTRIJK
475828,8500,Frietshop Online kortrijk,Doorniksewijk 124,Frikandel zero,Vegetarische corner,KORTRIJK
475828,8500,Frietshop Online kortrijk,Doorniksewijk 124,Frikandel zero speciaal,Vegetarische corner,KORTRIJK
61622,8500,Sakura Kortrijk,Doorniksesteenweg 203,Assortiment Groenten Op Teppanyaki | Assortiment Légumes,Teppanyaki l Veggie,KORTRIJK
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan donut box 6,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan donut box 12,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Cookie Blue,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Cookie Pink,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Original Glazed,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Snowbear,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Speculoos Sensation,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Strawberry Swirl,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Chocolate Chip,Vegan Donuts,ANTWERPEN
314980,2060,Dunkin,1 Boulevard Lambermont,Vegan Boston Pinguin,Vegan Donuts,ANTWERPEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Vegetarian Lasagne,Vegetarisch,LEUVEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Tagliatelle With Gorgonzola Sauce,Vegetarisch,LEUVEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Royal Biryani,Vegetarisch,LEUVEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Falafel,Vegetarisch,LEUVEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Daya's Pasta,Vegetarisch,LEUVEN
290893,3010,Daya's Kitchen,"Oude Diestsesteenweg 1, 3010 Leuven",Kuba Vegetarian,Vegetarisch,LEUVEN
245752,3000,Grand Café Industrie,"Martelarenplein 7,3000 Leuven",Pasta diabolo,Vegan,LEUVEN
245752,3000,Grand Café Industrie,"Martelarenplein 7,3000 Leuven",Pasta diabolo vegan vleesvervanger,Vegan,LEUVEN
245752,3000,Grand Café Industrie,"Martelarenplein 7,3000 Leuven",Vegan wrap met vleesvervanger en groentjes,Vegan,LEUVEN
245752,3000,Grand Café Industrie,"Martelarenplein 7,3000 Leuven",Vegan hamburger,Vegan,LEUVEN
245752,3000,Grand Café Industrie,"Martelarenplein 7,3000 Leuven",Vegan cheeseburger,Vegan,LEUVEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Falafel,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Hummus,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Moutabal,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Ba-tenjan,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Arnabit,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Labneh,Vegetarian sandwiches,ANTWERPEN
109076,2000,Ceders Van Libanon,Kammenstraat 10,Halloumi,Vegetarian sandwiches,ANTWERPEN
503805,2018,Eala Kayfik,Statiestraat 37,51- dürüm syrische falafel,Vegetarische gerechten,ANTWERPEN
503805,2018,Eala Kayfik,Statiestraat 37,52- schotel falafel arabisch,Vegetarische gerechten,ANTWERPEN
503805,2018,Eala Kayfik,Statiestraat 37,53- schotel falafel,Vegetarische gerechten,ANTWERPEN
503805,2018,Eala Kayfik,Statiestraat 37,54- extra falafel per stuk,Vegetarische gerechten,ANTWERPEN
299910,2018,Panos Anselmo,30 Anselmostraat,Broodje Aubergine- & Tomatenspread - VEGAN,Broodjes vegetarisch,ANTWERPEN
299910,2018,Panos Anselmo,30 Anselmostraat,Broodje Rauwkost - VEGAN,Broodjes vegetarisch,ANTWERPEN
299910,2018,Panos Anselmo,30 Anselmostraat,Broodje Mediterraanse Hummus - VEGAN,Broodjes vegetarisch,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Maiskolf,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Maiskolf,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Maiskolf,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Maiskolf,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Coleslaw,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Coleslaw,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Coleslaw,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Coleslaw,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Chicken Bowl,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Chicken Bowl,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Chicken Bowl,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Chicken Bowl,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Veggie Salad,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Veggie Salad,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Veggie Salad,Greens & Veggies,ANTWERPEN
325430,2000,KFC Antwerp,Jan Blomstraat 4,Veggie Salad,Greens & Veggies,ANTWERPEN
107391,9000,Hot Falafel,Maria hendrikaplein 60,Veggie mix,Vegetarisch/veganistisch,GENT
107391,9000,Hot Falafel,Maria hendrikaplein 60,Makmur,Vegetarisch/veganistisch,GENT
107391,9000,Hot Falafel,Maria hendrikaplein 60,Burgel,Vegetarisch/veganistisch,GENT
107391,9000,Hot Falafel,Maria hendrikaplein 60,Broodje falafel,Vegetarisch/veganistisch,GENT
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Poêlée de légumes 350gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Poêlée de légumes 350gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Lasagne végétarienne 400gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Lasagne végétarienne 400gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Wedges patates douces 250gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Wedges patates douces 250gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Riz basmati 200Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Riz basmati 200Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Purée de pomme de terre 450Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Purée de pomme de terre 450Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Roulade d'aubergine Veggie 400Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
34286,1200,Delitraiteur Woluwe Georges Henri,"Place Jean-Baptiste Degrooff, 7",Roulade d'aubergine Veggie 400Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Poêlée de légumes 350gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Poêlée de légumes 350gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Lasagne végétarienne 400gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Lasagne végétarienne 400gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Wedges patates douces 250gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Wedges patates douces 250gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Purée de pomme de terre 450Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
38572,1200,Delitraiteur Woluwe - Place Saint-Lambert,Rue Voot 6,Purée de pomme de terre 450Gr,🥕 Veggie & sides 🥘,SINT-LAMBRECHTS-WOLUWE
489818,2110,Panos City Wijnegem (Shoppping Center),5 Turnhoutsebaan,Broodje Aubergine- & Tomatenspread - VEGAN,Broodjes vegetarisch,WIJNEGEM
489818,2110,Panos City Wijnegem (Shoppping Center),5 Turnhoutsebaan,Broodje Rauwkost - VEGAN,Broodjes vegetarisch,WIJNEGEM
489818,2110,Panos City Wijnegem (Shoppping Center),5 Turnhoutsebaan,Broodje Mediterraanse Hummus - VEGAN,Broodjes vegetarisch,WIJNEGEM
269973,2100,Palazzo,"tweemontstraat nr 427,2100 Antwerpen",Fungi ,Veggie Pizza's,ANTWERPEN
269973,2100,Palazzo,"tweemontstraat nr 427,2100 Antwerpen",Verdura miste,Veggie Pizza's,ANTWERPEN
269973,2100,Palazzo,"tweemontstraat nr 427,2100 Antwerpen",Latino ,Veggie Pizza's,ANTWERPEN
269973,2100,Palazzo,"tweemontstraat nr 427,2100 Antwerpen",Tartufo,Veggie Pizza's,ANTWERPEN
221534,8000,Royal Frituur,Langestraat 181,Vegan Vlees Mix,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Vlees Mix,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Frikandel Zero,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Frikandel Zero,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mix,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mix,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Mexicano,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Mexicano,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Maxicado,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Maxicado,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Mix,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Mix,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Falafel Assortiment,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Falafel Assortiment,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Andalouse - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Andalouse - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kipcorn,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kipcorn,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Tartaar - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Tartaar - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Artisanale Kaaskroket,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Artisanale Kaaskroket,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Bitterballen,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Veggie Bitterballen,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Samourai-Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Samourai-Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Aspergeballetjes,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Aspergeballetjes,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Cocktail - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Cocktail - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Ham & Kaas Apero Balletjes,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Ham & Kaas Apero Balletjes,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Bami Balletjes,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Bami Balletjes,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Ruby - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Ruby - Las Vegan 90ml,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Cheesy Mix,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Cheesy Mix,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Bitterballen,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Bitterballen,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Mozzarella Sticks,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Mozzarella Sticks,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, ketchup en krokante uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, ketchup en krokante uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kroket,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kroket,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, ketchup en verse uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, ketchup en verse uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Philadelphia Balls,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Philadelphia Balls,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kip Nuggets,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Kip Nuggets,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mayo,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mayo,Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Broccoli Cheese Nuggets,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Broccoli Cheese Nuggets,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, curry ketchup en verse uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,"Speciaal : Vegan Mayo, curry ketchup en verse uitjes",Vegan Sauzen,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mini Frikandelen,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Vegan Mini Frikandelen,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Jalapeño Balls,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Jalapeño Balls,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Chili Cheddar Nuggets,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Chili Cheddar Nuggets,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Beursjes,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Beursjes,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,No- Meatballs,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,No- Meatballs,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Red Hot Jalapeno,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Red Hot Jalapeno,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Thai Nims,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Thai Nims,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,falafel Greek,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,falafel Greek,Veggie & Cheesy Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Samosa's,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Samosa's,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Mini Loempia's,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Mini Loempia's,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Onion Rings,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Onion Rings,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Valencia - Crunchy Balls,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Valencia - Crunchy Balls,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Indian - Crunchy Balls,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Indian - Crunchy Balls,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Bamischijf,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Bamischijf,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Falafel Original,Vegan Snacks,BRUGGE
221534,8000,Royal Frituur,Langestraat 181,Falafel Original,Vegan Snacks,BRUGGE
278051,2600,Panos Berchem,Driekoningenstraat 94,Broodje Aubergine- & Tomatenspread - VEGAN,Broodjes vegetarisch,ANTWERPEN
278051,2600,Panos Berchem,Driekoningenstraat 94,Broodje Rauwkost - VEGAN,Broodjes vegetarisch,ANTWERPEN
278051,2600,Panos Berchem,Driekoningenstraat 94,Broodje Mediterraanse Hummus - VEGAN,Broodjes vegetarisch,ANTWERPEN
335098,1830,McDonald's ,42 Kerklaan,Red Devils Veggie,Veggie,MACHELEN
335098,1830,McDonald's ,42 Kerklaan,Red Devils Veggie McMenu®,Veggie,MACHELEN
335098,1830,McDonald's ,42 Kerklaan,McVeggie,Veggie,MACHELEN
335098,1830,McDonald's ,42 Kerklaan,McVeggie McMenu®,Veggie,MACHELEN
335098,1830,McDonald's ,42 Kerklaan,Veggie Deluxe,Veggie,MACHELEN
335098,1830,McDonald's ,42 Kerklaan,Veggie Deluxe McMenu®,Veggie,MACHELEN
491637,9000,Everest Gurkha,Oudburg 13,Yellow Lentil Curry Vegan,Vegetarian & Vegan Curries,GENT
491637,9000,Everest Gurkha,Oudburg 13,Jackfruit Curry Vegan,Vegetarian & Vegan Curries,GENT
491637,9000,Everest Gurkha,Oudburg 13,Mix Vegetable Curry Vegan,Vegetarian & Vegan Curries,GENT
491637,9000,Everest Gurkha,Oudburg 13,Cauliflower Curry Vegan,Vegetarian & Vegan Curries,GENT
491637,9000,Everest Gurkha,Oudburg 13,Bamboo Shoots Curry Vegan,Vegetarian & Vegan Curries,GENT
491637,9000,Everest Gurkha,Oudburg 13,Okra Curry Vegan,Vegetarian & Vegan Curries,GENT
426489,3500,Tikka N Talk,Bampslaan 24,Chicken Pakoda (6 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Chicken Pakoda (6 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Onion Bhaji (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Onion Bhaji (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Dal Makhani,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Dal Makhani,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Vegetarische Pakoda (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Vegetarische Pakoda (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Chana Massala,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Chana Massala,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Fish Pakoda (5 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Fish Pakoda (5 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Scampi Pakoda (5 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Scampi Pakoda (5 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Alloo Palak,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Alloo Palak,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Samosa (2 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Samosa (2 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Chicken Samosa (2 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Chicken Samosa (2 Stuks),Niet-Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Paneer Pakoda (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Paneer Pakoda (6 Stuks),Vegetarische Voorgerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Aloo Gobi,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Aloo Gobi,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Shahi Mix Veg,Vegetarische Gerechten,HASSELT
426489,3500,Tikka N Talk,Bampslaan 24,Shahi Mix Veg,Vegetarische Gerechten,HASSELT
