id,name,latitude,longitude,address,postal_code,NAME,MAIN MUNICIPALITY,MUNICIPALITY
160812,De Florentijnen,51.2113361,3.2243472,Academiestraat 1,8000,Koolkerke,BRUGGE,BRUGGE
160812,De Florentijnen,51.2113361,3.2243472,Academiestraat 1,8000,Brugge,BRUGGE,BRUGGE
160891,Benvenuto,51.20842829999999,3.2231785,St. Amandsstraat 9,8000,Koolkerke,BRUGGE,BRUGGE
160891,Benvenuto,51.20842829999999,3.2231785,St. Amandsstraat 9,8000,Brugge,BRUGGE,BRUGGE
161151,NOLITA Waterloo,50.7178931,4.3972541,"Rue de la Station, 4",1410,Waterloo,WATERLOO,WATERLOO
161735,Subway,50.8788996,4.702532,Rector de somerplein 6,3000,Leuven,LEUVEN,LEUVEN
161934,Pasta Gusto,51.19753524,3.219211364,Frank Van Ackerpromenade 1,8000,Koolkerke,BRUGGE,BRUGGE
161934,Pasta Gusto,51.19753524,3.219211364,Frank Van Ackerpromenade 1,8000,Brugge,BRUGGE,BRUGGE
161951,A-Pluss,51.0556759,3.7270736,Belfortstraat 39,9000,Gent,GENT,GENT
161956,Tasty Donuts and Coffee,51.2168322,4.4005018,Ijzerenwaag 13A,2000,Antwerpen,ANTWERPEN,ANTWERPEN
162443,Yasmina - Mechelen,51.0356098,4.476139,Maurits sabbestraat 44,2800,Walem,MECHELEN,MECHELEN
162443,Yasmina - Mechelen,51.0356098,4.476139,Maurits sabbestraat 44,2800,Mechelen,MECHELEN,MECHELEN
162485,"La Trattoria, Premium Pizza & wine",51.2015227,3.220722,Oostmeers 88,8000,Koolkerke,BRUGGE,BRUGGE
162485,"La Trattoria, Premium Pizza & wine",51.2015227,3.220722,Oostmeers 88,8000,Brugge,BRUGGE,BRUGGE
162635,Sos Lunch,50.8847405,4.3304073,Avenue du Sacré Coeur 93 Jette Région Bruxelles-CapitaleJette~1090~BE,1090,Jette,JETTE,JETTE
163291,Libanezza,51.2202455,4.3988435,Hoogstraat 13,2000,Antwerpen,ANTWERPEN,ANTWERPEN
163860,Lasagne Shop,51.2202744,4.4120108,"Sint jacobsmarkt, 42",2000,Antwerpen,ANTWERPEN,ANTWERPEN
163983,Taj Mahal,51.2094049,3.2253298,Philipstockstraat 6,8000,Koolkerke,BRUGGE,BRUGGE
163983,Taj Mahal,51.2094049,3.2253298,Philipstockstraat 6,8000,Brugge,BRUGGE,BRUGGE
164496,Paesano Antwerp,51.2387023,4.4092566,Limbastraat 1,2030,Antwerpen,ANTWERPEN,ANTWERPEN
165487,Deli sushi,50.8782431,4.7019624,Muntstraat 18,3000,Leuven,LEUVEN,LEUVEN
165546,Donki - Leuven,50.87852830000001,4.699587699999999,Oude Markt 48,3000,Leuven,LEUVEN,LEUVEN
165781,Bambu Street Food,51.0267423,4.4842727,Huidevettersstraat 7,2800,Walem,MECHELEN,MECHELEN
165781,Bambu Street Food,51.0267423,4.4842727,Huidevettersstraat 7,2800,Mechelen,MECHELEN,MECHELEN
165871,Fonteyne the Kitchen,51.217385,4.4004211,Kammenstraat 30,2000,Antwerpen,ANTWERPEN,ANTWERPEN
165973,Frituur Rosa - Delforge Kurt,50.827238,3.2654398,Grote markt 39,8500,Kortrijk,KORTRIJK,KORTRIJK
166176,De Brugsche tafel,51.2095824,3.2274173,Mallebergplaats 7,8000,Koolkerke,BRUGGE,BRUGGE
166176,De Brugsche tafel,51.2095824,3.2274173,Mallebergplaats 7,8000,Brugge,BRUGGE,BRUGGE
166206,Bar D’Henri,51.20467070000001,4.3923474,Montignystraat 21,2018,Antwerpen,ANTWERPEN,ANTWERPEN
166348,Nieuw Oriental,50.82879399999999,3.2658201,Onze-Lieve-Vrouwestraat 23,8500,Kortrijk,KORTRIJK,KORTRIJK
166986,Okipana Poké Bowl,50.8729989,4.3262347,Rue Léopold I 519,1090,Jette,JETTE,JETTE
167479,La recette,50.85810180000001,4.3188362,L' avenue du Karreveld 3 1080 molenbeek,1080,Sint-Jans-Molenbeek,SINT-JANS-MOLENBEEK,SINT-JANS-MOLENBEEK
167489,de vlaamsche pot Brugge,51.20761650000001,3.2198565,Helmstraat,8000,Koolkerke,BRUGGE,BRUGGE
167489,de vlaamsche pot Brugge,51.20761650000001,3.2198565,Helmstraat,8000,Brugge,BRUGGE,BRUGGE
167508,Sikinoya,50.87727150000001,4.7044089,Tiensestraat 62,3000,Leuven,LEUVEN,LEUVEN
167555,Da Mario Take Away,50.8527395,4.3906603,Rue Victor Hugo 10,1030,Schaarbeek,SCHAARBEEK,SCHAARBEEK
167831,Frituur 't Spoorfrietje,51.2162181,4.421494399999999,Pelikaanstraat 3,2018,Antwerpen,ANTWERPEN,ANTWERPEN
167837,Pittoresk,51.05715664,3.725015192,Vrijdagmarkt,9000,Gent,GENT,GENT
167937,Camion,51.20765369999999,4.4027224,Paleisstraat 7,2018,Antwerpen,ANTWERPEN,ANTWERPEN
168150,Apero Vélo,51.018391,3.7344044,Akkerhage 8,9000,Gent,GENT,GENT
168200,The Barn Ghent,51.041075,3.726612899999999,Kramersplein 16,9000,Gent,GENT,GENT
168235,Soeurs Sourire,51.0378678,3.741007499999999,Landjuweelstraat 23,9050,Gentbrugge,GENT,GENT
168235,Soeurs Sourire,51.0378678,3.741007499999999,Landjuweelstraat 23,9050,Ledeberg,GENT,GENT
168545,Arif Usta,51.072137,3.7100586,Edmond van Beverenplein 11,9000,Gent,GENT,GENT
168576,Au bois saint piers,50.82991029999999,4.454446,rue au bois 364,1150,Sint-Pieters-Woluwe,SINT-PIETERS-WOLUWE,SINT-PIETERS-WOLUWE
169408,ijsjes online,51.2162181,4.421494399999999,Pelikaanstraat 3/1670,2018,Antwerpen,ANTWERPEN,ANTWERPEN
169471,Chick 'n Dip,50.8750599,4.7099246,Tiensestraat 170,3000,Leuven,LEUVEN,LEUVEN
170080,Hotdog Factory Antwerp,51.2199486,4.4148946,Sint-Jacobsmarkt 91,2000,Antwerpen,ANTWERPEN,ANTWERPEN
171004,Mamy Louise,50.721972,4.3892998,Allee des Artistes 4 Waterloo 1410,1410,Waterloo,WATERLOO,WATERLOO
171814,'t Hof Van Eden,51.2195653,4.4009938,Groenplaats 11,2000,Antwerpen,ANTWERPEN,ANTWERPEN
172002,Pastificio Da Lory,51.22674680000001,4.4085319,Oude Leeuwenrui 52,2000,Antwerpen,ANTWERPEN,ANTWERPEN
172295,Cosy Pasta Docks,50.8801929,4.373733500000001,Quai des Usines 163,1000,Brussel,BRUSSEL,BRUSSEL
173020,Basta!,50.82596729999999,3.2645727,Havermarkt 3,8500,Kortrijk,KORTRIJK,KORTRIJK
173263,Breadpoint,51.20698960000001,4.3977812,Amerikalei 83,2000,Antwerpen,ANTWERPEN,ANTWERPEN
173547,Gouden Paard,51.05294970000001,3.7458924,Dendermondsesteenweg 206,9040,Sint-Amandsberg,GENT,GENT
173759,Il Gelato,50.8139395,4.3463174,Rue Vanderkindere 168 Uccle Brussels 1180,1210,Sint-Joost-ten-Node,SINT-JOOST-TEN-NODE,SINT-JOOST-TEN-NODE
173789,Pasta bar Mia,50.8163073,4.4282074,chaussée de wavre 1672,1160,Oudergem,OUDERGEM,OUDERGEM
173844,Food2Go Hasselt,50.93209880000001,5.3477673,Willekensmolenstraat 61,3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
173844,Food2Go Hasselt,50.93209880000001,5.3477673,Willekensmolenstraat 61,3500,Hasselt,HASSELT,HASSELT
173853,Kintsugi Sushi Bar,50.88197280000001,4.714087,Tiensevest 14,3000,Leuven,LEUVEN,LEUVEN
174049,Fetch | Ghent,51.055498,3.722283499999999,kortemunt 7,9000,Gent,GENT,GENT
174153,Holy Guacamoly Zuid,51.0489366,3.731265,Vlaanderenstraat 123,9000,Gent,GENT,GENT
174175,Holy Guacamoly St. Pieters,51.0378385,3.715018199999999,Koningin Elisabethlaan 4,9000,Gent,GENT,GENT
174230,Carlton hotel Gent,51.0364128,3.7141291,Koningin Astridlaan 138,9000,Gent,GENT,GENT
174238,Frites Atelier,51.2166969,4.4043366,Korte Gasthuisstraat 32,2000,Antwerpen,ANTWERPEN,ANTWERPEN
174663,L'Accent Catalan,50.7099389,4.4009256,Chaussee de Bruxelles 378,1410,Waterloo,WATERLOO,WATERLOO
174804,Gezondigd,50.9311906,5.3053203,Veldstraat 99B,3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
174804,Gezondigd,50.9311906,5.3053203,Veldstraat 99B,3500,Hasselt,HASSELT,HASSELT
175128,Oats Day Long,51.0477777,3.7218156,Nederkouter 55,9000,Gent,GENT,GENT
175218,Pizza Altamira,50.8582425,4.3153894,Chaussée De Gand 488,1080,Sint-Jans-Molenbeek,SINT-JANS-MOLENBEEK,SINT-JANS-MOLENBEEK
175383,Glow Antwerp,51.2197083,4.402741499999999,Melkmarkt 40,2000,Antwerpen,ANTWERPEN,ANTWERPEN
175501,Brasserie Tuf Tuf,51.19820139999999,3.2207437,Ketsbruggestraat 1,8000,Koolkerke,BRUGGE,BRUGGE
175501,Brasserie Tuf Tuf,51.19820139999999,3.2207437,Ketsbruggestraat 1,8000,Brugge,BRUGGE,BRUGGE
175651,Bentosan / Centrum,51.2202748,4.4208543,Van Wesenbekestraat 40,2060,Antwerpen,ANTWERPEN,ANTWERPEN
175670,Délifrance Stadsfeestzaal,51.2171457,4.410888799999999,Hopland 31 bus 252,2000,Antwerpen,ANTWERPEN,ANTWERPEN
177358,Pane e Focaccia,50.8797297,4.412753299999999,Chaussee de Haecht 1211,1130,Haren,BRUSSEL,BRUSSEL
177427,Pane e Focaccia Gastronomia,50.8797297,4.412753299999999,Chaussee de Haecht 1211,1130,Haren,BRUSSEL,BRUSSEL
177517,Aroy's Candy Shop,50.8205858,3.2852517,Oudenaardsesteenweg 150,8500,Kortrijk,KORTRIJK,KORTRIJK
177637,Pili Piri,50.8783167,4.699026,Parijsstraat 43,3000,Leuven,LEUVEN,LEUVEN
178860,La Calzoneria,51.0527827,3.7240018,Heilige Geeststraat 13,9000,Gent,GENT,GENT
178934,Poké Brawl,51.22484559999999,4.4120661,Paardenmarkt 76,2000,Antwerpen,ANTWERPEN,ANTWERPEN
179198,The Juke Joint Kitchen,51.2124369,4.3950571,kronenburgstraat 17a,2000,Antwerpen,ANTWERPEN,ANTWERPEN
179393,Friterie Burger Egzon,50.8591367,4.4153623,Leuvensesteenweg 948,1140,Evere,EVERE,EVERE
179414,Burger King Gent,51.054613877019,3.7214684486389156,Korenmarkt 17,9000,Gent,GENT,GENT
180022,Poké Korner,50.8294144,3.2632655,Dolfijnkaai 12,8500,Kortrijk,KORTRIJK,KORTRIJK
180026,De Corte Junior,50.82762681,4.461601932,Place J.De Paduwa,1140,Evere,EVERE,EVERE
180408,T Spitje,50.8778312,4.6994396,Oude Markt 33,3000,Leuven,LEUVEN,LEUVEN
180463,Pearl of Hong Kong,51.1987339,4.4410278,Euterpestraat 1,2600,Berchem,ANTWERPEN,ANTWERPEN
180505,NewDelhi,50.9379727,5.3152411,Crutzenstraat 6,3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
180505,NewDelhi,50.9379727,5.3152411,Crutzenstraat 6,3500,Hasselt,HASSELT,HASSELT
181555,Bananenleef,51.21150009999999,4.3973919,Geuzenstraat 15,2000,Antwerpen,ANTWERPEN,ANTWERPEN
181568,Hau Wang,50.8586393,4.3145715,Chaussée de Gand 489,1080,Sint-Jans-Molenbeek,SINT-JANS-MOLENBEEK,SINT-JANS-MOLENBEEK
181623,That's Kebap,51.0611441,3.7011711,Bevrijdingslaan 68,9000,Gent,GENT,GENT
181907,Belchicken,50.8789829,4.7030847,Rector de Somerplein 14,3000,Leuven,LEUVEN,LEUVEN
182454,Risotto Express,51.2042131,3.2240564,Mariastraat 38,8000,Koolkerke,BRUGGE,BRUGGE
182454,Risotto Express,51.2042131,3.2240564,Mariastraat 38,8000,Brugge,BRUGGE,BRUGGE
183418,Brasserie Jet-live,50.8507071,4.395982099999999,Square Eugène plasky 82,1030,Schaarbeek,SCHAARBEEK,SCHAARBEEK
183851,Bianca Farina,51.2231032,4.4024813,Lange Koepoortstraat 20,2000,Antwerpen,ANTWERPEN,ANTWERPEN
184173,Chez Claire,51.0505131,3.7251119,Kouter 185,9000,Gent,GENT,GENT
184635,Frederiksborg,50.86712989999999,4.321202299999999,Avenue Broustin 118,1083,Ganshoren,GANSHOREN,GANSHOREN
184953,Chokdee Thai,51.2190396,4.400413299999999,oude koornmarkt 62,2000,Antwerpen,ANTWERPEN,ANTWERPEN
184962,Verona | Antwerp,51.2200469,4.3997509,Oude koornmarkt 28,2000,Antwerpen,ANTWERPEN,ANTWERPEN
185140,Matterhorn Sud,51.209884,4.39475,Volkstraat 69,2000,Antwerpen,ANTWERPEN,ANTWERPEN
185311,Food Concept,51.0651612,3.7264928,Tolhuislaan 147,9000,Gent,GENT,GENT
185885,Just Focaccia,51.20371222,3.223370165,"Mariastraat 38,",8000,Koolkerke,BRUGGE,BRUGGE
185885,Just Focaccia,51.20371222,3.223370165,"Mariastraat 38,",8000,Brugge,BRUGGE,BRUGGE
186114,Balls & Glory Mechelen,51.0263371,4.4772829,Nauwstraat 10/1,2800,Walem,MECHELEN,MECHELEN
186114,Balls & Glory Mechelen,51.0263371,4.4772829,Nauwstraat 10/1,2800,Mechelen,MECHELEN,MECHELEN
186345,McDonald's Hasselt,50.9387953,5.3020534,Schampbergstraat 22,3511,Kuringen,HASSELT,HASSELT
186345,McDonald's Hasselt,50.9387953,5.3020534,Schampbergstraat 22,3511,Stokrooie,HASSELT,HASSELT
187023,Wasbar Leuven,50.8787652,4.7032114,"Tiensestraat 7,Leuven",3000,Leuven,LEUVEN,LEUVEN
187062,Pasta e Pane,50.9326689,5.3340177,"Thonissenlaan 52,Belguim",3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
187062,Pasta e Pane,50.9326689,5.3340177,"Thonissenlaan 52,Belguim",3500,Hasselt,HASSELT,HASSELT
187074,Bambu Street Food,50.8751399,4.7100799,"Tiensestraat 161,",3000,Leuven,LEUVEN,LEUVEN
187864,Cropains,51.2088222,3.2221109,Geldmuntstraat 21,8000,Koolkerke,BRUGGE,BRUGGE
187864,Cropains,51.2088222,3.2221109,Geldmuntstraat 21,8000,Brugge,BRUGGE,BRUGGE
188146,Quick Asia,50.87834669999999,4.7004543,"Zeelstraat 6,",3000,Leuven,LEUVEN,LEUVEN
188162,O'Tacos,51.0535315,3.7230751,"Sint-Niklaasstraat 2,",9000,Gent,GENT,GENT
188284,Frituur Natuur,50.8048236,3.2374403,"Kleine Pontestraat 5,",8510,Bellegem,KORTRIJK,KORTRIJK
188284,Frituur Natuur,50.8048236,3.2374403,"Kleine Pontestraat 5,",8510,Kooigem,KORTRIJK,KORTRIJK
188284,Frituur Natuur,50.8048236,3.2374403,"Kleine Pontestraat 5,",8510,Marke,KORTRIJK,KORTRIJK
188284,Frituur Natuur,50.8048236,3.2374403,"Kleine Pontestraat 5,",8510,Rollegem,KORTRIJK,KORTRIJK
188286,Broodpunt,51.057953,3.727785299999999,"Ottogracht 13,9000 Gent,Belgium,",9000,Gent,GENT,GENT
188287,Restaurant SUMO,51.21360989999999,3.2482911,"moerkerkse steenweg 141,Sint kruis",8310,Assebroek,BRUGGE,BRUGGE
188287,Restaurant SUMO,51.21360989999999,3.2482911,"moerkerkse steenweg 141,Sint kruis",8310,Sint-Kruis,BRUGGE,BRUGGE
188288,O'Tacos,50.8792255,4.7029453,"Rector de Somerplein 7,3000 Leuven,Belgium,",3000,Leuven,LEUVEN,LEUVEN
188289,O'Tacos,51.21911129999999,4.4050164,"Sint-Katelijnevest 58/62,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
188290,Indian Masala,51.0562796,3.7200866,"Jan Breydelstraat 30,",9000,Gent,GENT,GENT
188291,Tokyo Station Leuven,50.8783577,4.699567399999999,"Drie Engelenberg 4,3000 Leuven,Belgium,",3000,Leuven,LEUVEN,LEUVEN
188372,Halab al shahbae,51.0406297,3.7432032,"brusselsesteenweg 63,",9050,Gentbrugge,GENT,GENT
188372,Halab al shahbae,51.0406297,3.7432032,"brusselsesteenweg 63,",9050,Ledeberg,GENT,GENT
188380,Meshur Adiyaman Cigkoftecisi,51.0561551,3.7422411,"Dendermondsesteenweg 19,",9000,Gent,GENT,GENT
188387,Pizzeria Fiorine,50.81227025,3.236603423,"Marktstraat 138,",8510,Bellegem,KORTRIJK,KORTRIJK
188387,Pizzeria Fiorine,50.81227025,3.236603423,"Marktstraat 138,",8510,Kooigem,KORTRIJK,KORTRIJK
188387,Pizzeria Fiorine,50.81227025,3.236603423,"Marktstraat 138,",8510,Marke,KORTRIJK,KORTRIJK
188387,Pizzeria Fiorine,50.81227025,3.236603423,"Marktstraat 138,",8510,Rollegem,KORTRIJK,KORTRIJK
188752,O'Tacos,50.8035632,4.3381116,"Rue Xavier De Bue 56,Uccle",1180,Ukkel,UKKEL,UKKEL
188802,La Baie Coffee Roasters,50.7158838,4.3926231,"Avenue des Sorbiers 19,Waterloo 1410",1410,Waterloo,WATERLOO,WATERLOO
189125,Panito bvba,51.0654829,3.6898841,"Brugsesteenweg 210,9000 Gent,Belgium,",9000,Gent,GENT,GENT
189136,Senor Taco Antwerp,51.2198742,4.4145863,"Lange Nieuwstraat 153,2000 antwerpen",2000,Antwerpen,ANTWERPEN,ANTWERPEN
189508,Adrian's,50.8404276,4.4621973,"Rue Henrotte 40 Woluwe-St-Pierre Brussels 1150,1150 Woluwe St-Pierre",1150,Sint-Pieters-Woluwe,SINT-PIETERS-WOLUWE,SINT-PIETERS-WOLUWE
189572,Oriental Panda,51.2021692,3.209391,"18 oktoberstraat 45,8200 Sint-Andries (Brugge)",8200,Sint-Andries,BRUGGE,BRUGGE
189572,Oriental Panda,51.2021692,3.209391,"18 oktoberstraat 45,8200 Sint-Andries (Brugge)",8200,Sint-Michiels,BRUGGE,BRUGGE
189737,Mumfries,51.18933490000001,4.431007,"Marcel auburtinlaan 17,",2600,Berchem,ANTWERPEN,ANTWERPEN
189738,Bar Mumford,51.1927295,4.434857099999999,Karel Coggestraat 53,2600,Berchem,ANTWERPEN,ANTWERPEN
189796,Moochie Leuven,50.8802773,4.6999151,"Mathieu de Layensplein 8,",3000,Leuven,LEUVEN,LEUVEN
189826,Moochie Hasselt,50.9296383,5.3383107,"Vismarkt 1,",3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
189826,Moochie Hasselt,50.9296383,5.3383107,"Vismarkt 1,",3500,Hasselt,HASSELT,HASSELT
189988,O'Tacos,50.7174478,4.398213999999999,"Chaussée de Bruxelles 153,1410 Waterloo,Belgium",1410,Waterloo,WATERLOO,WATERLOO
190113,The Cheese Wheel Pasta,51.2197131,4.4027335,"Melkmarkt 42,Antwerpen",2000,Antwerpen,ANTWERPEN,ANTWERPEN
190235,Ambiance Marrakech,50.7930106,4.3236373,"Rue Edouard Michiels 58,1180",1180,Ukkel,UKKEL,UKKEL
190238,Falafilo,50.8003638,4.3363042,"Chaussée d'alsemberg 861,",1180,Ukkel,UKKEL,UKKEL
190282,Msemen,51.2197437,4.398195299999999,"Hoogstraat 36a,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
190554,Wabi Sabi sushi & oriental food restaurant,50.8783008,4.7014859,Muntstraat 10,3000,Leuven,LEUVEN,LEUVEN
191863,Mamma Roma Gent,51.0449029,3.7264867,"Sint-Pietersnieuwstraat 194,",9000,Gent,GENT,GENT
192494,Restaurant 't Putje,51.2043005,3.2190026,"'t Zand 31,",8000,Koolkerke,BRUGGE,BRUGGE
192494,Restaurant 't Putje,51.2043005,3.2190026,"'t Zand 31,",8000,Brugge,BRUGGE,BRUGGE
192542,Veggieland,51.0581241,3.7277956,"Ottogracht 17-19,",9000,Gent,GENT,GENT
192649,PITTA MELISSA LEDEBERG,51.03728719999999,3.7404987,"Jacques Eggermontstraat 14,9050 Gent,Belgium,",9050,Gentbrugge,GENT,GENT
192649,PITTA MELISSA LEDEBERG,51.03728719999999,3.7404987,"Jacques Eggermontstraat 14,9050 Gent,Belgium,",9050,Ledeberg,GENT,GENT
192682,Brasserie Agrea,51.0531523,3.725538,"Sint-Baafsplein 44,",9000,Gent,GENT,GENT
192767,Bistro Pompidou,51.18359239999999,4.3965992,"Eglantierlaan 66,2020 Antwerpen,Belgium,",2020,Antwerpen,ANTWERPEN,ANTWERPEN
192775,Frituur Frans Hooiaard,51.05545339,3.721646143,"Hooiaard 2, Gent",9000,Gent,GENT,GENT
192778,Grill Leuven,50.8771943,4.700696,"Naamsestraat 33,",3000,Leuven,LEUVEN,LEUVEN
192781,Gen'Eat',51.0370285,3.7263714,"Zwijnaardesteenweg 6,",9000,Gent,GENT,GENT
193175,Kaiseki Antwerpen,51.2180015,4.4171799,"De Keyserlei 13,2018 Antwerpen,Belgium,",2018,Antwerpen,ANTWERPEN,ANTWERPEN
193417,Lust Daily Delicious,50.8792778,4.698211199999999,"wieringstraat 14,",3000,Leuven,LEUVEN,LEUVEN
193424,Wattman,51.205456,4.432442099999999,"Tramplein 3,",2600,Berchem,ANTWERPEN,ANTWERPEN
193909,Gürcan Kebab,51.0527118,3.7471395,"Dendermondsesteenweg 232,",9040,Sint-Amandsberg,GENT,GENT
193952,Banh Mi ,51.22126228028857,4.402438402175903,Korte Koepoorstraat 8,2000,Antwerpen,ANTWERPEN,ANTWERPEN
194412,Midori @ DPG Media,51.2129949,4.4226227,"Mediaplein 1,",2018,Antwerpen,ANTWERPEN,ANTWERPEN
194530,Carrousel D'anvers,51.2206567,4.398789799999999,"Suikerrui 32,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
194566,Australian Home Made Ice Cream Melkmarkt,51.2196682,4.4027534,"Melkmarkt 44,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
194747,Australian Home Made Ice Cream Keyserlei,51.2176369,4.4193856,"De Keyserlei 45,",2018,Antwerpen,ANTWERPEN,ANTWERPEN
195150,Damasveneto,51.2207499,4.4266288,"constitutiestraat 1,",2060,Antwerpen,ANTWERPEN,ANTWERPEN
195204,Frituur Louiss,51.0453623,3.722988,"Sint-Kwintensberg,",9000,Gent,GENT,GENT
195205,Tartelies,51.20055319999999,4.4427784,"Gitschotellei 154,",2600,Berchem,ANTWERPEN,ANTWERPEN
195341,Story urban deli shop,51.228001,4.407797599999999,"Godefriduskaai,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
195546,Door 73,51.05505220000001,3.7122786,2 Rasphuisstraat,9000,Gent,GENT,GENT
195549,Zuru Zuru Ramen,51.04062520000001,3.7173046,"Kortrijksesteenweg 110,",9000,Gent,GENT,GENT
195576,Papa Paolo's Pizza,50.8344074,3.27934,Gentsesteenweg 88,8500,Kortrijk,KORTRIJK,KORTRIJK
195577,Frituur Dageraad,51.20713359,4.429722655,Dageraadplaats 26,2018,Antwerpen,ANTWERPEN,ANTWERPEN
195995,Baret,51.2206424,4.4028022,"melkmarkt 13,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
196154,My Way,50.7203522,4.397592,"Chausée de Bruxelles, 192",1410,Waterloo,WATERLOO,WATERLOO
196820,Frituur ‘t koxke,51.2119912,4.4356155,"‘S-herenstraat 25,",2140,Borgerhout,ANTWERPEN,ANTWERPEN
197064,Fitchen,51.2161242,4.3993686,Nationalestraat 45,2000,Antwerpen,ANTWERPEN,ANTWERPEN
197125,Vege vege,51.0571986,3.7243366,"Groot kanon plein 3,",9000,Gent,GENT,GENT
197132,Fit Foodie,50.8801109,4.705564799999999,Vital decosterstraat 20,3000,Leuven,LEUVEN,LEUVEN
197177,China Wok Gent,51.05246349999999,3.749371,"Dendermondsesteenweg 264,",9040,Sint-Amandsberg,GENT,GENT
197182,LiQ Kortrijk,50.8357221,3.2827174,"Deerlijksestraat 58,",8500,Kortrijk,KORTRIJK,KORTRIJK
197199,LiQ Antwerpen,51.20726,4.430777099999999,Dageraadplaats 26,2018,Antwerpen,ANTWERPEN,ANTWERPEN
197201,LiQ Brugge,51.2037193,3.2149985,Hauwerstraat 17,8000,Koolkerke,BRUGGE,BRUGGE
197201,LiQ Brugge,51.2037193,3.2149985,Hauwerstraat 17,8000,Brugge,BRUGGE,BRUGGE
197202,LiQ Gent,51.0422827,3.7188097,"IJzerlaan 25,",9000,Gent,GENT,GENT
197203,LiQ Leuven,50.876157,4.7072538,Tiensestraat 103,3000,Leuven,LEUVEN,LEUVEN
197282,❌Wiphada Thai Food & Take Away❌,51.21093219999999,3.2360446,"Langestraat 93,",8000,Koolkerke,BRUGGE,BRUGGE
197282,❌Wiphada Thai Food & Take Away❌,51.21093219999999,3.2360446,"Langestraat 93,",8000,Brugge,BRUGGE,BRUGGE
197460,Healthy Snack Box,51.2182424,4.3989708,"Vrijdagmarkt 9,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
197548,LiQ Mechelen,51.0286714,4.4803804,Frederik de Merodestraat 4,2800,Walem,MECHELEN,MECHELEN
197548,LiQ Mechelen,51.0286714,4.4803804,Frederik de Merodestraat 4,2800,Mechelen,MECHELEN,MECHELEN
198327,Luigi's Lasagnas,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Koolkerke,BRUGGE,BRUGGE
198327,Luigi's Lasagnas,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Brugge,BRUGGE,BRUGGE
198500,Le Comptoir Ô Délices de Waterloo,50.7128946,4.4002015,"Chaussée de bruxelles 275,1410",1410,Waterloo,WATERLOO,WATERLOO
198911,The Avocado Bar Mechelen,51.0267423,4.4842727,Huidevettersstraat 7,2800,Walem,MECHELEN,MECHELEN
198911,The Avocado Bar Mechelen,51.0267423,4.4842727,Huidevettersstraat 7,2800,Mechelen,MECHELEN,MECHELEN
198958,Pizza Palace Gent,51.06114549999999,3.6932589,"Rooigemlaan 389,",9000,Gent,GENT,GENT
198973,Suzy's Salads,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Koolkerke,BRUGGE,BRUGGE
198973,Suzy's Salads,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Brugge,BRUGGE,BRUGGE
198974,Steve's Stews,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Koolkerke,BRUGGE,BRUGGE
198974,Steve's Stews,51.2178577,3.2112262,"Scheepsdalelaan 37,",8000,Brugge,BRUGGE,BRUGGE
199104,O-Thai Hasselt,50.9295159,5.3392536,Maastrichterstraat 32,3500,Sint-Lambrechts-Herk,HASSELT,HASSELT
199104,O-Thai Hasselt,50.9295159,5.3392536,Maastrichterstraat 32,3500,Hasselt,HASSELT,HASSELT
199606,Angry Butchers,50.8800411,4.700641099999999,"Margarethaplein 1,",3000,Leuven,LEUVEN,LEUVEN
199982,Frituur Botermarkt,51.0331931,3.7417478,"Hundelgemsesteenweg 10,",9050,Gentbrugge,GENT,GENT
199982,Frituur Botermarkt,51.0331931,3.7417478,"Hundelgemsesteenweg 10,",9050,Ledeberg,GENT,GENT
200930,T'more Enjoy,50.881109,4.7016605,Schrijnmakerstraat 31,3000,Leuven,LEUVEN,LEUVEN
200935,Cups 'n Crepes,51.2201231,4.3985119,"Hoogstraat 24,",2000,Antwerpen,ANTWERPEN,ANTWERPEN
200981,Namaste Tandoori - Indian & Nepali Kitchen,50.8774661,4.7006325,"Naamsestraat 25,",3000,Leuven,LEUVEN,LEUVEN
201169,Life Bar,50.8779523,4.6986038,Parijsstraat 48,3000,Leuven,LEUVEN,LEUVEN
201349,Restaurant Cassis,51.0574148,3.725264,"Vrijdagmarkt 5,",9000,Gent,GENT,GENT
201352,RUBA healthy & fresh food,50.8770329,4.7053743,"Tiensestraat 71,",3000,Leuven,LEUVEN,LEUVEN
201546,Damasco Leuven,50.8773949,4.703391,alfons smetsplein 3,3000,Leuven,LEUVEN,LEUVEN
