restaurant_name,restaurant_id,city,categories,veg_category_count
royal-pizza-bruxelles-centre,OORON031,Vilvoorde,No Vegetarian Categories,1
bubble-waffle-delicias,OORRQ0PN,Vilvoorde,No Vegetarian Categories,1
lottoman,OP537701,Vilvoorde,No Vegetarian Categories,1
snack-des-freres,OPO1PPN1,Vilvoorde,No Vegetarian Categories,1
brunch-corner-bruxelles,OPQ03P7N,Vilvoorde,No Vegetarian Categories,1
frituur-4-you,OPQ57Q01,Vilvoorde,No Vegetarian Categories,1
pizza-clara,OPQQN101,Vilvoorde,No Vegetarian Categories,1
the-pizza-maker-molenbeek-saint-jean,OQ7P07R1,Groot-Bijgaarden,No Vegetarian Categories,1
jbsushibarwok,OR10QRPN,Vilvoorde,No Vegetarian Categories,1
hawaiian-poke-bowl-docks,ORN3NQPN,Vilvoorde,No Vegetarian Categories,1
mia-pizza-2,ORNNQRPN,Vilvoorde,No Vegetarian Categories,1
sensei-sushi-bruxelles,OROQN3N1,Vilvoorde,No Vegetarian Categories,1
nuba,ORP30PPN,Vilvoorde,No Vegetarian Categories,1
royal-pizza-1030,ORR0R0PN,Vilvoorde,No Vegetarian Categories,1
mimosa-cafe-sandwicherie,P3O17P,Vilvoorde,No Vegetarian Categories,1
bbq-chikn,Q0QO33O,Vilvoorde,No Vegetarian Categories,1
tenshi-sushi-docks,Q1P1N15,Vilvoorde,No Vegetarian Categories,1
tekince-tantuni,Q3555N5,Vilvoorde,No Vegetarian Categories,1
kamiisushi,QN3O133,Vilvoorde,No Vegetarian Categories,1
new-delice,R1NR7OQN,Vilvoorde,No Vegetarian Categories,1
qebaptore-drini,R303OOQN,Vilvoorde,No Vegetarian Categories,1
cheesecake-new-yorkais,R5NO3PQN,Vilvoorde,No Vegetarian Categories,1
hoshi-hoshi-express,R5NQN3QN,Vilvoorde,No Vegetarian Categories,1
snack-bruxelles,R5O7R1QN,Vilvoorde,No Vegetarian Categories,1
akym-food,R70N1OQN,Vilvoorde,No Vegetarian Categories,1
gong-cha,R7310PQN,Vilvoorde,No Vegetarian Categories,1
louis-keuken,RN155OQN,Vilvoorde,No Vegetarian Categories,1
candy-king,RNNN0NQN,Vilvoorde,No Vegetarian Categories,1
snack-grill-pizza-asalam,RP3P0NQN,Vilvoorde,No Vegetarian Categories,1
sandwicherie-bolo-1030,RP3P1OQN,Vilvoorde,No Vegetarian Categories,1
prestige-restaurant,RPOP5NQN,Vilvoorde,No Vegetarian Categories,1
la-bagatelle-de-lou,RPRQO5QN,Vilvoorde,No Vegetarian Categories,1
king-pizza-vilvoorde-3,RQO5NOQN,Vilvoorde,No Vegetarian Categories,1
fast-4-you,RR0POOQN,Vilvoorde,No Vegetarian Categories,1
dominos-pizza-hoogstraten,337QPR7N,Meer,"Pizzas vegan,Vegan Pizza's",2
steakhouse-mama,0O773N31,Zondereigen,No Vegetarian Categories,1
den-tweeling,R1QON5QN,Meer,No Vegetarian Categories,1
petzaria-vlam,0N31R37N,Arendonk,No Vegetarian Categories,1
zuiders-eethuis,NN0OR7R,Ravels,No Vegetarian Categories,1
pizza-grens-antwerpen,O0ORO111,Ravels,No Vegetarian Categories,1
sushipoint,R0OQPNQN,Horendonk,Vegan specials,1
isis-1,30NQ7P1,Achterbroek,No Vegetarian Categories,1
frituur-mikeys-place,N507N3Q,Achterbroek,No Vegetarian Categories,1
aly-baba,N7P7NPR,Achterbroek,No Vegetarian Categories,1
pittaverne,NP315R7,Achterbroek,No Vegetarian Categories,1
adel-eethuis,NPPPN0Q,Achterbroek,No Vegetarian Categories,1
toscana-kalmthout,NQ1PRR7,Achterbroek,No Vegetarian Categories,1
venezia-2910,O1PO3N7,Achterbroek,No Vegetarian Categories,1
chezveke,0Q70P55N,Schoten,No Vegetarian Categories,1
amon-brasschaat-1,0R003Q5N,Brasschaat,No Vegetarian Categories,1
aroy-brasschaat,O00ONQN1,Schoten,No Vegetarian Categories,1
farao,O1350PPN,Brasschaat,No Vegetarian Categories,1
dominos-pizza-6,ON77RR01,Brasschaat,"Pizzas vegan,Vegan Pizza's",2
lucy-chang-brasschaat,P7071,Schoten,No Vegetarian Categories,1
sky-way-schoten,R3700OQN,Schoten,No Vegetarian Categories,1
pizza-regina,N3QRO37,Helkijn,No Vegetarian Categories,1
fuji-estaimpuis,OQPRQNPN,Helkijn,No Vegetarian Categories,1
pizzeria-da-antonio-nieuwerkerken,N53RP05,Binderveld,No Vegetarian Categories,1
global-village,05O5PR5N,Diegem,No Vegetarian Categories,1
so-sushi-kraainem,RQ5RQ5QN,Diegem,No Vegetarian Categories,1
naroj,37ORPP1,Tielt,No Vegetarian Categories,1
pizza-hut-delivery-kessel-lo,NP5PR7O,Leuven,No Vegetarian Categories,1
pizzeria-da-mario-jodoigne,0QN13O7N,Hoegaarden,No Vegetarian Categories,1
daily-burger-jodoigne,35113Q7N,Hoegaarden,No Vegetarian Categories,1
twins-1,N15035N,Hoegaarden,No Vegetarian Categories,1
royal-donuts-bagels-maasmechelen,0307P131,Opglabbeek,"Vegan donuts,Royal crossnut vegan filled",2
sushi-dushi-more,03N3O37N,Lanklaar,No Vegetarian Categories,1
quetacos,07NRP37N,Lanklaar,No Vegetarian Categories,1
dominos-pizza-maasmechelen,0R11737N,As,"Pizzas vegan,Vegan Pizza's",2
wonder-waffel,3Q03RO7N,Lanklaar,No Vegetarian Categories,1
il-patatino,5O55P53,Lanklaar,No Vegetarian Categories,1
bij-hasan,N3ONNQR,Lanklaar,No Vegetarian Categories,1
eethuis-milas,O30N1131,Lanklaar,No Vegetarian Categories,1
sultana-kebap,QNRN3QO,Lanklaar,No Vegetarian Categories,1
tasty-hong-kong,R3P1QNQN,Lanaken,No Vegetarian Categories,1
wok2go-maasmechelen,R735PNQN,Lanklaar,No Vegetarian Categories,1
pizza-hut-delivery-wevelgem,N75N7RO,Menin,No Vegetarian Categories,1
pizza-narula,NR771N5,Wervik,No Vegetarian Categories,1
konak-pizzeria-doner-kebab,51P15R3,Ophoven,No Vegetarian Categories,1
magic-kebap-kessenich,O377Q7N1,Maaseik,No Vegetarian Categories,1
trend-kebab-pizzeria,OO3503PN,Lanklaar,No Vegetarian Categories,1
dominos-pizza-maaseik,OR0O707N,Opglabbeek,"Pizzas vegan,Vegan Pizza's",2
my-way-oostende,01RO70N1,Bredene-Bad,No Vegetarian Categories,1
frietstop-bij-willy,37O5RN7N,Bredene-Bad,No Vegetarian Categories,1
hongerig-beertje-oostende,3Q3R377N,Bredene-Bad,No Vegetarian Categories,1
de-avondstop,511PQ03,Ostend,No Vegetarian Categories,1
solomio-oostende,NQ0ON05,Bredene-Bad,No Vegetarian Categories,1
yam-yam-bredene,O15000PN,Bredene-Bad,No Vegetarian Categories,1
himalayan-oostende,O357Q7PN,Bredene-Bad,No Vegetarian Categories,1
palomino,O771135N,Bredene-Bad,No Vegetarian Categories,1
posh-kebab,ON1N037N,Bredene-Bad,No Vegetarian Categories,1
best-kebab-oostende,OONOQ17,Bredene-Bad,No Vegetarian Categories,1
frituur-de-combi,OP3Q0P7N,Bredene-Bad,Vegan / veggie snacks,1
frituur-t-patatje-oostende,OR1711QN,Bredene-Bad,No Vegetarian Categories,1
food-box,OR57Q7PN,Bredene-Bad,No Vegetarian Categories,1
crumulus,R0P053QN,Bredene-Bad,No Vegetarian Categories,1
burger-king-oostende,RN15P3QN,Ostend,No Vegetarian Categories,1
gusto-1,RRPRRNQN,Koekelare,No Vegetarian Categories,1
istanbul-resto-snack-8620,0PQ55Q5N,Oostduinkerke,No Vegetarian Categories,1
de-notenboom,O07Q5N31,Oostduinkerke,No Vegetarian Categories,1
kai-sushi-and-seafood,O300PPPN,Oostduinkerke,No Vegetarian Categories,1
gustosita,O5055N7N,Oostduinkerke,No Vegetarian Categories,1
brasserie-leopold,RRPP5PQN,Oostduinkerke,No Vegetarian Categories,1
burgerlicious-oostmalle,01R3QO11,Sint-Jozef-Rijkevorsel,Vegan dishes,1
the-chopsticks,O0RR1ON1,Meer,Vegetarian dishes,1
anatolia-2320,O5QRR001,Meer,No Vegetarian Categories,1
burgerkot,OPQ1QP7N,Sint-Jozef-Rijkevorsel,No Vegetarian Categories,1
pizzeria-toscana,3NO3ON,Achterbroek,No Vegetarian Categories,1
sushi-king-hoog,N35PR77,Achterbroek,No Vegetarian Categories,1
rozalin-eethuis,O3113111,Sint-Lenaarts,No Vegetarian Categories,1
ramses-ii-wuustwezel,O717QRR,Achterbroek,No Vegetarian Categories,1
sushi-huis-wuustwezel-wuustwezel,R3QNNNQN,Achterbroek,No Vegetarian Categories,1
ali-pizzahuis,R5N3PN,Sint-Lenaarts,No Vegetarian Categories,1
vice-versa,R711N3QN,Sint-Jozef-Rijkevorsel,No Vegetarian Categories,1
frituur-la-palma,RPORQ5QN,Sint-Lenaarts,No Vegetarian Categories,1
pizzaria-vosselaar,3557PR1,Turnhout,No Vegetarian Categories,1
smokey-burger,O1N1NO5N,Turnhout,No Vegetarian Categories,1
hapjes-time,O1N75O5N,Turnhout,No Vegetarian Categories,1
star-kebab-1,OQ7QO3PN,Turnhout,No Vegetarian Categories,1
sakhon-thai,371P5Q7N,Vollezele,No Vegetarian Categories,1
tortue-pizza,O11513R,Vollezele,No Vegetarian Categories,1
hong-kong-express-2,ON570RP,Vollezele,No Vegetarian Categories,1
chifuri-braine-le-comte,OPRNQ031,Vollezele,No Vegetarian Categories,1
indian-royal,O717P101,Tongeren,No Vegetarian Categories,1
kapadokya-doner,30373N,Lommel,No Vegetarian Categories,1
kebab-time-lommel-1,3RNNP57N,Lommel,No Vegetarian Categories,1
fansa,5N00QP3,Lommel,No Vegetarian Categories,1
florya,5O0103N,Lommel,No Vegetarian Categories,1
sushi-match,O13RR0QN,Lommel,No Vegetarian Categories,1
njam-njam-lommel,O3OO7101,Lommel,No Vegetarian Categories,1
dominos-pizza-5,O7110701,Lommel,"Pizzas vegan,Vegan Pizza's",2
ribs-and-more-valkenswaard,ON7N7NN1,Lommel,No Vegetarian Categories,1
pizza-apo,OORPNN7N,Lommel,No Vegetarian Categories,1
lommelse-kebab-lommel,RNQR37QN,Lommel,No Vegetarian Categories,1
kebaba,RP07O3QN,Lommel,No Vegetarian Categories,1
hong-kong-restaurant-willebroek,R07P55QN,Blaasveld,No Vegetarian Categories,1
kwizin-mechelen,01PR5711,Mechelen,No Vegetarian Categories,1
adana-kebab-mechelen,0NO3N511,Mechelen,No Vegetarian Categories,1
fast-2-go,0Q10PO11,Mechelen,No Vegetarian Categories,1
cafe-belge,0R73RP11,Mechelen,No Vegetarian Categories,1
pizzeria-messina,0ROR375N,Mechelen,No Vegetarian Categories,1
yamiii,3000Q77N,Mechelen,No Vegetarian Categories,1
broodbroeders-sint-katelijnestraat,3357RR7N,Mechelen,No Vegetarian Categories,1
bakkerij-2800,33Q13R7N,Mechelen,No Vegetarian Categories,1
tashi-sushi-1,355R0Q7N,Mechelen,No Vegetarian Categories,1
otacos-mechelen,35P35Q7N,Mechelen,No Vegetarian Categories,1
lunchroom,37N5R77N,Mechelen,No Vegetarian Categories,1
chinees-restaurant-greenfield-ii,37Q3OQ7N,Mechelen,No Vegetarian Categories,1
mara,3NPP5N,Mechelen,No Vegetarian Categories,1
broodbroeders-stationsstraat,3P57RR7N,Mechelen,No Vegetarian Categories,1
rosario-2800,3P5RPO7N,Mechelen,No Vegetarian Categories,1
munis-mechelen,3R10N3,Mechelen,Vegetarische & vegan gerechten,1
sham-nuts,3R517Q7N,Mechelen,No Vegetarian Categories,1
pizza-pasta-nr1-mechelen,3ROQPR7N,Mechelen,No Vegetarian Categories,1
nihao,5731QP3,Mechelen,No Vegetarian Categories,1
pizza-service-mechelen,77O3,Mechelen,No Vegetarian Categories,1
ellis-mechelen,N0RNOR7,Mechelen,No Vegetarian Categories,1
frituur-veemarkt-mechelen,N111PR7,Mechelen,No Vegetarian Categories,1
kingslize-pizza-mechelen,N1Q11RQ,Mechelen,"Vegan pizza,Vegan pizza's",2
poule-poulette-mechelen,N1RRQOR,Mechelen,No Vegetarian Categories,1
dominos-pizza-mechelen-1,N53ON3Q,Mechelen,"Pizzas vegan,Vegan Pizza's",2
china-keuken,N7071N5,Mechelen,No Vegetarian Categories,1
basic-italian-mechelen,NNQ3QN5,Mechelen,No Vegetarian Categories,1
tangthai,NPO3PPR,Mechelen,No Vegetarian Categories,1
hawaiian-poke-bowl-mechelen,O00OO7PN,Mechelen,No Vegetarian Categories,1
mcdonalds-mechelen,O0PRRPPN,Mechelen,No Vegetarian Categories,1
friet-van-mechelen,O0Q3Q17N,Mechelen,No Vegetarian Categories,1
zahias-cuisine,O117R101,Mechelen,No Vegetarian Categories,1
chez-eline,O13570QN,Mechelen,No Vegetarian Categories,1
kizuri,O153NP7N,Mechelen,No Vegetarian Categories,1
pizza-roma-mechelen-mechelen-1,O15ON1QN,Mechelen,No Vegetarian Categories,1
cook-mazi,O17Q1P7N,Mechelen,No Vegetarian Categories,1
croque-n-roll-mechelen,O1P557PN,Mechelen,No Vegetarian Categories,1
merad-restaurant,O1P5PPPN,Mechelen,No Vegetarian Categories,1
pitawan,O1QPR101,Mechelen,No Vegetarian Categories,1
otomat-mechelen,O31Q01QN,Mechelen,No Vegetarian Categories,1
bavet-mechelen,O33R0PPN,Mechelen,No Vegetarian Categories,1
tarboosh,O3QNP301,Mechelen,No Vegetarian Categories,1
video-take,O5050301,Mechelen,No Vegetarian Categories,1
pizza-hut-delivery-mechelen-1,O5PRPN7,Mechelen,No Vegetarian Categories,1
pizza-la-famiglia-1,O751017N,Mechelen,No Vegetarian Categories,1
morocco-nuts-mechelen,ON0PR7PN,Mechelen,No Vegetarian Categories,1
curry-masala,ON1QN35N,Mechelen,No Vegetarian Categories,1
frituur-pomfritz,ON33P7PN,Mechelen,No Vegetarian Categories,1
the-avocado-bar-mechelen,ONO5ORPN,Mechelen,No Vegetarian Categories,1
arax-1,ONP50NPN,Mechelen,No Vegetarian Categories,1
balls-glory-mechelen,OO05Q0N1,Mechelen,No Vegetarian Categories,1
beirut-palace-mechelen,OO3OORPN,Mechelen,No Vegetarian Categories,1
langen-asem,OORQ507N,Mechelen,No Vegetarian Categories,1
sultan-mechelen-1,OP05PP7N,Mechelen,No Vegetarian Categories,1
egmont-snack,OP1PRON1,Mechelen,No Vegetarian Categories,1
impalas,OPPQPRP,Mechelen,No Vegetarian Categories,1
ali-baba-mechelen,OPR57O01,Mechelen,No Vegetarian Categories,1
dream-sushi-en-wok-mechelen-2,OQ7Q1O5N,Mechelen,No Vegetarian Categories,1
pizzeria-margherita,OQP3307N,Mechelen,No Vegetarian Categories,1
broodjeszaak-8283,OQPPON7N,Mechelen,No Vegetarian Categories,1
le-pain-quotidien-1,OQR157PN,Mechelen,No Vegetarian Categories,1
belchicken-mechelen,OQR3N031,Mechelen,No Vegetarian Categories,1
snack-antalya-veemarkt,OR1Q57PN,Mechelen,No Vegetarian Categories,1
wasbar-mechelen,OR300PPN,Mechelen,No Vegetarian Categories,1
friethuis-1958,OROOPP7N,Mechelen,No Vegetarian Categories,1
saitama-sushi-wok-thai-rijmenam,ORQOR011,Mechelen,No Vegetarian Categories,1
taste-king-pizza-mechelen,Q1177QO,Mechelen,No Vegetarian Categories,1
king-pizza-hombeek,Q31R17QN,Mechelen,No Vegetarian Categories,1
china-city-wok,Q5NO3N3,Mechelen,No Vegetarian Categories,1
akira-sushi,QRN0PN3,Mechelen,No Vegetarian Categories,1
oriental-asian-food,R07PNNQN,Mechelen,No Vegetarian Categories,1
o-deli-med,R130O3QN,Mechelen,No Vegetarian Categories,1
pizza-kebab-istanbul-malines,R13RQ5QN,Mechelen,No Vegetarian Categories,1
tungsing-house,R1Q7R1QN,Mechelen,No Vegetarian Categories,1
chick-n-dip-mechelen,R31355QN,Mechelen,No Vegetarian Categories,1
al-baraka,R35O1OQN,Mechelen,No Vegetarian Categories,1
ross-specialty-coffee,R3N5O3QN,Mechelen,No Vegetarian Categories,1
bar-lux,R3NN3OQN,Mechelen,No Vegetarian Categories,1
frituur-karin,R3OQ1OQN,Mechelen,No Vegetarian Categories,1
kome-bowls,R55R1PQN,Mechelen,No Vegetarian Categories,1
cafe-gourmand,R5N1P3QN,Mechelen,No Vegetarian Categories,1
hitea,R77351QN,Mechelen,No Vegetarian Categories,1
pelivanoghlu,RN0735QN,Mechelen,No Vegetarian Categories,1
yokoso-mechelen,RPPP53QN,Mechelen,No Vegetarian Categories,1
tokotien-mechelen,RPR305QN,Mechelen,No Vegetarian Categories,1
kalinka-malines,RQN7P3QN,Mechelen,No Vegetarian Categories,1
brasserie-de-pijl,RR57OOQN,Mechelen,No Vegetarian Categories,1
beiruti-xpress,RRPRP5QN,Mechelen,No Vegetarian Categories,1
matador,RRQO71QN,Mechelen,No Vegetarian Categories,1
yammiefood-londerzeel,0N17RP11,Wolvertem,No Vegetarian Categories,1
snack-pitta-t-hoeksken-1840,57PN1P3,Wolvertem,No Vegetarian Categories,1
pizza-heat-steenhuffel,N5PQRN7,Merchtem,No Vegetarian Categories,1
druppelteen,ORN317R1,Wolvertem,No Vegetarian Categories,1
pizza-delicia-londerzeel,ORQPP501,Wolvertem,No Vegetarian Categories,1
pizza-place-londerzeel,Q1QO5N5,Puurs,No Vegetarian Categories,1
gullelepel,R3577O1,Wolvertem,No Vegetarian Categories,1
wakame-sushibar,R71P15QN,Wolvertem,No Vegetarian Categories,1
king-pizza-willebroek,31O3PR1,Blaasveld,No Vegetarian Categories,1
chicken-kings,OO73OO5N,Mechelen,No Vegetarian Categories,1
burger-house,OP311RN1,Blaasveld,No Vegetarian Categories,1
lara-eethuis-lebbeke,O3QROO5N,Baasrode,No Vegetarian Categories,1
sugarpies,R3077PQN,Baasrode,No Vegetarian Categories,1
t-frietmoment,O510QPN1,Sombeke,No Vegetarian Categories,1
tapasbox-by-adai,R3R1N5QN,Baasrode,No Vegetarian Categories,1
mcdonalds-leuven-1,O3N705N1,Leuven,No Vegetarian Categories,1
dominos-pizza-kiel,0535375N,Antwerp,"Pizzas vegan,Vegan Pizza's",2
pizza-lesta,373QOQ7N,Antwerp,No Vegetarian Categories,1
pizza-hut-delivery-deurne-noord-1,0N3QP311,Antwerp,No Vegetarian Categories,1
pinocchio-2170,NNR5537,Antwerp,No Vegetarian Categories,1
chibiboba,R13P3OQN,Schoten,No Vegetarian Categories,1
pita-sfinx-burcht,01P1PP5N,Antwerp,No Vegetarian Categories,1
yarsagumba,OPR1RP7,Bazel,No Vegetarian Categories,1
pitza-service-3,535R3PN,Bazel,No Vegetarian Categories,1
pizza-bulls,N053QOQ,Temse,No Vegetarian Categories,1
istanbul-hamme-1,N1Q115R,Temse,No Vegetarian Categories,1
pizza-star,N7P773O,Bazel,No Vegetarian Categories,1
t-frietwinkelken,NN7N1PO,Temse,Veggie/vegan,1
t-broodhuisje,NP0OOO7,Temse,No Vegetarian Categories,1
milanobornem,NQ753O7,Temse,No Vegetarian Categories,1
pita-pizza-friet-more,O50QQ7R1,Temse,No Vegetarian Categories,1
pizza-la-vince,O5QN75PN,Blaasveld,No Vegetarian Categories,1
pizza-palace-kruibeke,P75QNN,Hemiksem,No Vegetarian Categories,1
pizzeria-jaffo,PQ15NN,Bazel,Pizza vegetariana,1
pizza-rupel,RO3151QN,Bazel,No Vegetarian Categories,1
frituur-cindy,RR7QR5QN,Temse,No Vegetarian Categories,1
frituur-tbareeltje,0ON05O7N,Antwerp,No Vegetarian Categories,1
detroit-square-pizza,3PN0N71,Antwerp,No Vegetarian Categories,1
pizza-marmaris,NO0R537,Antwerp,No Vegetarian Categories,1
happy-cooking,OQ511R5,Antwerp,No Vegetarian Categories,1
dominos-pizza-merksem-3,OQPNRQ5,Antwerp,"Pizzas vegan,Vegan Pizza's",2
lunch-halte,0NNOPQ11,Antwerp,No Vegetarian Categories,1
nok-thai,0ON7Q37N,Antwerp,No Vegetarian Categories,1
bodega-gust,O05Q71PN,Antwerp,No Vegetarian Categories,1
frituur-tosca,OR7R317N,Antwerp,No Vegetarian Categories,1
pizza-point-antwerpen,071NPR11,Antwerp,No Vegetarian Categories,1
pizzeria-eilandje,NPQ775O,Antwerp,No Vegetarian Categories,1
danvers-events,RR00QPQN,Antwerp,No Vegetarian Categories,1
toscane,01517P5N,Meerdonk,No Vegetarian Categories,1
frituur-t-krokantje,307R5R7N,Meerdonk,No Vegetarian Categories,1
sushi-royal-stekene,3QNPQP7N,Kruisstraat,No Vegetarian Categories,1
pizza-corner-9170-1,N5QQO0R,Meerdonk,No Vegetarian Categories,1
hit-kebab,Q1R7R05,Meerdonk,No Vegetarian Categories,1
frituur-het-hoekske,0PO17711,Meerdonk,No Vegetarian Categories,1
la-bella-italia-sint-niklaas,31NR3R7N,Meerdonk,No Vegetarian Categories,1
pitza-service-sint-niklaas,3N37,Sint-Niklaas,No Vegetarian Categories,1
coffee-co,3P771R7N,Sint-Niklaas,No Vegetarian Categories,1
komagene-sintniklaas,3Q1P3R7N,Sint-Niklaas,Vegan nuggets,1
foubert-ice-cream-pancakes,3R0O357N,Meerdonk,No Vegetarian Categories,1
pita-t-krokantje,3RR7057N,Sint-Niklaas,No Vegetarian Categories,1
dominos-pizza-sint-niklaas,55575R3,Sint-Niklaas,"Pizzas vegan,Vegan Pizza's",2
t-centerken,N0Q3ORO,Sint-Niklaas,No Vegetarian Categories,1
pizza-time,N337,Kruisstraat,No Vegetarian Categories,1
indian-kitchen-shop,NO3355Q,Blaasveld,"Non vegetarian starters,Vegetarian starters,Vegetarian main dishes,Non vegetarian dishes",4
pizza-lacasa,O0QR307N,Sint-Niklaas,No Vegetarian Categories,1
ms-pasta,O13P55N1,Sint-Niklaas,No Vegetarian Categories,1
pita-planet-sint-niklaas,O3PRNN01,Meerdonk,No Vegetarian Categories,1
tradita,O751OPN1,Sint-Niklaas,No Vegetarian Categories,1
mai-pizza,ONOO0031,Sint-Niklaas,No Vegetarian Categories,1
pizza-pamukkale-temse,OOP0QNN1,Bazel,No Vegetarian Categories,1
oishi-sint-niklaas,OP01Q101,Sint-Niklaas,No Vegetarian Categories,1
istiklal-breakfast-lunch-sint-niklaas-1,OPRO55N1,Meerdonk,No Vegetarian Categories,1
la-casa-snack,Q11337QN,Sint-Niklaas,No Vegetarian Categories,1
meat-district,R00035QN,Sint-Niklaas,No Vegetarian Categories,1
fresh-pita,R300NPQN,Sint-Niklaas,No Vegetarian Categories,1
t-gouden-frietje-sint-niklaas,R33P1OQN,Sint-Niklaas,No Vegetarian Categories,1
pizza-hut-delivery-sint-niklaas-1,R5OOQNQN,Sint-Niklaas,No Vegetarian Categories,1
pita-sofra,R71N3OQN,Sint-Niklaas,No Vegetarian Categories,1
kingribs-sint-niklaas-2,RO71RNQN,Meerdonk,No Vegetarian Categories,1
brasserie-de-waaslander,RRON35QN,Sint-Niklaas,No Vegetarian Categories,1
u-tacos,RRRP5PQN,Sint-Niklaas,No Vegetarian Categories,1
amarelys,0OPP1P5N,Antwerp,No Vegetarian Categories,1
pizza-pasta-time,3PPQNQ7N,Antwerp,No Vegetarian Categories,1
frituur-kwebbel-mortsel-2640,3Q31RR7N,Hove,No Vegetarian Categories,1
salt-snackbar,NNOR1Q7,Antwerp,No Vegetarian Categories,1
pizza-hut-delivery-berchem-1,NP1R777,Antwerp,No Vegetarian Categories,1
palazzo,OROQ5NP1,Antwerp,No Vegetarian Categories,1
2taste-antwerpen,RNPO05QN,Antwerp,No Vegetarian Categories,1
pizza-pasta-locale,0015O311,Antwerp,No Vegetarian Categories,1
australian-antwerpen-melkmarkt,010PNN31,Antwerp,No Vegetarian Categories,1
sushi-eiland-antwerpen,011Q1P5N,Antwerp,No Vegetarian Categories,1
banh-mi,015P5Q11,Antwerp,No Vegetarian Categories,1
chokdee-thai,01P5QQ11,Antwerp,Vegetarian,1
la-monte-carlo,01RO7O11,Antwerp,No Vegetarian Categories,1
senor-taco-1,03030O11,Antwerp,No Vegetarian Categories,1
australian-antwerpen-keyserlei,031PNN31,Antwerp,No Vegetarian Categories,1
eldina-snack,050OR37N,Antwerp,No Vegetarian Categories,1
chipz-frituur-1,051PPQ5N,Antwerp,No Vegetarian Categories,1
thai-spice-chili-antwerpen,05Q170N1,Antwerp,No Vegetarian Categories,1
verona-antwerpen-1,05Q75R11,Antwerp,No Vegetarian Categories,1
takumi-antwerpen,0O50NQ11,Antwerp,No Vegetarian Categories,1
salt-n-pepper-snack-burgerhouse,0P003N31,Antwerp,No Vegetarian Categories,1
painini,0PN15Q11,Antwerp,No Vegetarian Categories,1
donuttello-central-station,0QQ3P311,Antwerp,No Vegetarian Categories,1
tota-empanadas-2,0QQ5QO7N,Antwerp,Huisgemaakte vegan empanadas,1
istanbul-eethuis-antwerpen,0R07PR11,Antwerp,No Vegetarian Categories,1
pearl-of-hongkong,30NONP1,Antwerp,No Vegetarian Categories,1
royal-thai-antwerp,3105RR7N,Antwerp,No Vegetarian Categories,1
pastatione,31PPQR7N,Antwerp,No Vegetarian Categories,1
carthago-grill,31QRRR7N,Antwerp,No Vegetarian Categories,1
ctr-chicken-antwerpen,3313NR7N,Antwerp,No Vegetarian Categories,1
mazador-1,3353OR7N,Antwerp,No Vegetarian Categories,1
umi-sushi,33735Q1,Antwerp,No Vegetarian Categories,1
starbucks-groenplaats,351710QN,Antwerp,No Vegetarian Categories,1
munji-sandwich-fruit-bar,35N0777N,Antwerp,No Vegetarian Categories,1
shirin,35QN7Q7N,Antwerp,No Vegetarian Categories,1
starbucks-antwerpen-centrum,3750RR7N,Antwerp,No Vegetarian Categories,1
happy-fries,37R0O77N,Antwerp,No Vegetarian Categories,1
ealaa-kayfik,37RP7O7N,Antwerp,No Vegetarian Categories,1
bolifrit-1,3N37Q77N,Antwerp,No Vegetarian Categories,1
poule-poulette-godefridus,3NOQ7R7N,Antwerp,No Vegetarian Categories,1
subtime,3P5OPR7N,Antwerp,No Vegetarian Categories,1
hawaiian-poke-bowl-antwerp-tower,3P5P557N,Antwerp,No Vegetarian Categories,1
la-rose,3POQ0R7N,Antwerp,No Vegetarian Categories,1
malicava,3PP7PQ7N,Antwerp,No Vegetarian Categories,1
the-vend,3Q1Q1R7N,Antwerp,No Vegetarian Categories,1
thuy-hanoi,3QPO157N,Antwerp,No Vegetarian Categories,1
little-ethiopia-antwerpen-1,3QQPPN7N,Antwerp,Vegetarian,1
restaurant-diamantclub,3R130Q7N,Antwerp,No Vegetarian Categories,1
el-barak,3R30NR1,Antwerp,No Vegetarian Categories,1
pizza-apetito,3R3O0N,Antwerp,No Vegetarian Categories,1
holy-cookies,3R70QR7N,Antwerp,No Vegetarian Categories,1
minori,3RN71Q7N,Antwerp,No Vegetarian Categories,1
palestijns-restaurant,3RQ57O7N,Antwerp,No Vegetarian Categories,1
wok-walk-1,505O103,Antwerp,No Vegetarian Categories,1
wok-van-antwerpen,51P7Q7N,Antwerp,No Vegetarian Categories,1
frituur-skyline,55PQ0ON,Antwerp,No Vegetarian Categories,1
basic-italian-antwerpen,5P3PQ0N,Antwerp,No Vegetarian Categories,1
ceders-van-libanon,N001Q5Q,Antwerp,Vegetarian sandwiches,1
scoober-hub,N03Q515,Antwerp,No Vegetarian Categories,1
kumpir-eethuis-1,N0O0O3Q,Antwerp,No Vegetarian Categories,1
quick-keyserlei,N0O553Q,Antwerp,No Vegetarian Categories,1
frites-atelier,N0Q1175,Antwerp,No Vegetarian Categories,1
snack-omar,N0RP337,Antwerp,No Vegetarian Categories,1
tota,N173ORO,Antwerp,"Homemade vegetarian empanadas,Homemade vegan empanadas",2
zomsa-tibetan-street-food,N1NOOPQ,Antwerp,No Vegetarian Categories,1
cadix-food,N30QP05,Antwerp,No Vegetarian Categories,1
antwerp-kebab,N33P5PQ,Antwerp,No Vegetarian Categories,1
