restaurant_name,restaurant_id,city,categories,veg_category_count
my-chili-factory,RR5Q1PQN,Rutten,No Vegetarian Categories,1
point-bruch,RR7055QN,Rutten,No Vegetarian Categories,1
pita-antalya-3,RRN50OQN,Rutten,No Vegetarian Categories,1
de-zus-van-marrit,0057NO7N,Ghent,Vegan broodjes,1
pizza-babbi-ledeberg,0075PO11,Ghent,No Vegetarian Categories,1
happy-thai,007QNP5N,Ghent,No Vegetarian Categories,1
falafel-gent,00N00511,Ghent,No Vegetarian Categories,1
athene-gent,01RRNO11,Ghent,No Vegetarian Categories,1
top-pizza,055O70N1,Merelbeke,No Vegetarian Categories,1
broodpunt,05P0Q311,Ghent,No Vegetarian Categories,1
basic-italian-sint-pietersstation,077NN711,Ghent,No Vegetarian Categories,1
miss-yu,07OQP131,Ghent,Vegetarian dishes,1
frituur-marcel,0NRRQ311,Ghent,No Vegetarian Categories,1
belchicken-vrijdagsmarkt,0O7QOO7N,Ghent,No Vegetarian Categories,1
casa-gloria,0OQ3337N,Ghent,No Vegetarian Categories,1
top-sushi-gent,0P33NR5N,Ghent,No Vegetarian Categories,1
mister-pizza-merelbeke,0PQ11R11,Wetteren,No Vegetarian Categories,1
ediz-pizza-pita,300ORQ7N,Wetteren,No Vegetarian Categories,1
tasty-take-away,301PNR7N,Ghent,Vegan,1
pitaya-gent,30N07R7N,Ghent,No Vegetarian Categories,1
ikura-sushi,315333,Ghent,No Vegetarian Categories,1
currychiwa,31OR557N,Ghent,No Vegetarian Categories,1
starbucks-station-st-pieters,330710QN,Ghent,No Vegetarian Categories,1
foodtruck-pitta-mustafari,33117R7N,Ghent,No Vegetarian Categories,1
frizzas,3330N0QN,Ghent,No Vegetarian Categories,1
petit-thai,3335PO7N,Ghent,No Vegetarian Categories,1
pitta-melissa-ledeberg,335O0R7N,Ghent,No Vegetarian Categories,1
magnum-and-benjerrys-store-gent,35N71R7N,Ghent,Ben & Jerry's Vegan,1
pasta-bar-la-bicyclette,35Q100QN,Ghent,No Vegetarian Categories,1
frietcultuur-gent,35QP7O7N,Ghent,No Vegetarian Categories,1
angelo-market,35RQNR7N,Ghent,No Vegetarian Categories,1
oumi-sushi,3715P57N,Ghent,No Vegetarian Categories,1
starbucks-korenmarkt,37RP10QN,Ghent,No Vegetarian Categories,1
andromeda,3N533N,Ghent,No Vegetarian Categories,1
gigi,3O1000QN,Ghent,No Vegetarian Categories,1
qbap,3O7R377N,Ghent,No Vegetarian Categories,1
nub-smashburger,3OO71Q7N,Ghent,No Vegetarian Categories,1
zorba-de-griek-gent-1,3R55P57N,Ghent,No Vegetarian Categories,1
sushi-wetteren,3RNQ0Q7N,Wetteren,No Vegetarian Categories,1
buzzy-snacks-gent,3RR1PN7N,Ghent,Vegetarian snacks,1
friet-lounge,5051O7N,Ghent,Vegan burgers,1
pitta-sena,57N1O53,Ghent,No Vegetarian Categories,1
orientali,5ON1P03,Ghent,No Vegetarian Categories,1
prima-donna,5QN7Q03,Ghent,No Vegetarian Categories,1
midpoint,N07RQ1R,Ghent,No Vegetarian Categories,1
greenway-gent,N0NR107,Ghent,No Vegetarian Categories,1
pauls-boutique-gent-station,N0O7035,Ghent,Vegetarian burgers,1
tantuni,N303POR,Ghent,No Vegetarian Categories,1
basic-italian-i,N373QN5,Ghent,No Vegetarian Categories,1
san-marco-gent,N3QRRO7,Ghent,No Vegetarian Categories,1
bocca-gent,N533N75,Ghent,No Vegetarian Categories,1
frituur-9000,N555R1R,Ghent,No Vegetarian Categories,1
la-rustic,N5O5Q3R,Ghent,No Vegetarian Categories,1
patrick-foleys,N7NNR5R,Ghent,No Vegetarian Categories,1
gouden-paard,N7Q0PR7,Ghent,No Vegetarian Categories,1
pizza-pitta-flora,N7Q7RQ7,Wetteren,No Vegetarian Categories,1
yammi-yammi,NNR171Q,Ghent,No Vegetarian Categories,1
the-dinner-house,NO7OROR,Ghent,No Vegetarian Categories,1
sim-pizza,NON0NPQ,Ghent,No Vegetarian Categories,1
cannur-kebab,NOP33PR,Wetteren,No Vegetarian Categories,1
frituur-dampoort,NOPQ3NQ,Ghent,No Vegetarian Categories,1
basic-italian-ii,NOR3QN5,Ghent,No Vegetarian Categories,1
rasoi,NP5O3N5,Ghent,No Vegetarian Categories,1
snack-tonton,NPNN70Q,Ghent,No Vegetarian Categories,1
burger-boutique-by-bruno-elise,NPO7035,Ghent,Vegetarian burgers,1
hot-falafel,NQ103RO,Ghent,Vegetarisch/veganistisch,1
sushi-plaza,NQP051Q,Ghent,No Vegetarian Categories,1
de-appelier,NR0OQ1R,Ghent,No Vegetarian Categories,1
pantheon,NR0R3NQ,Ghent,No Vegetarian Categories,1
horn-ok-please,NRP15OR,Ghent,Vegan special of the month,1
snack-tosi,NRP170Q,Ghent,No Vegetarian Categories,1
belchicken-overpoortstraat,NRQ01N5,Ghent,No Vegetarian Categories,1
da-adriano,O00N307N,Ghent,No Vegetarian Categories,1
loving-hut-express-gent,O00OQO01,Ghent,No Vegetarian Categories,1
frituur-vlasmarkt,O10Q0O01,Ghent,Vegetarian,1
in-den-oven,O111717N,Ghent,No Vegetarian Categories,1
grill-mix-centrum,O1307N01,Ghent,No Vegetarian Categories,1
stamcafe,O15OPON1,Ghent,No Vegetarian Categories,1
clemente-pizza-pasta-9000,O1NNQON1,Ghent,No Vegetarian Categories,1
gulzig,O31057R1,Ghent,No Vegetarian Categories,1
mogador-1,O315PNR,Ghent,Vegetarian menu,1
agrea,O35351N1,Ghent,No Vegetarian Categories,1
sushi-ledeberg-1,O3QNOP7N,Ghent,No Vegetarian Categories,1
frituur-bxl,O5050031,Ghent,No Vegetarian Categories,1
pizzafactory,O50N155N,Ghent,No Vegetarian Categories,1
pizza-yavuz,O50QRQ5,Ghent,Vegetarian,1
pizza-talias-concept,O5130O5N,Ghent,No Vegetarian Categories,1
oats-day-long-1,O53RPRR,Ghent,No Vegetarian Categories,1
de-walrus-gent,O570PPPN,Ghent,No Vegetarian Categories,1
laila-tandoori-restaurant,O57R1031,Ghent,"Vegetarian,Vegetarian starters",2
pita-sude,O5N0577,Wetteren,No Vegetarian Categories,1
giuseppes-forno-a-legna,O5N0N131,Ghent,No Vegetarian Categories,1
pizza-stop,O5N3QNR,Ghent,No Vegetarian Categories,1
frituur-heuvelpoort-9000,O5R513N1,Ghent,Vegetarian,1
le-pain-quotidien-gent-korenmarkt,O701R7Q,Ghent,No Vegetarian Categories,1
poule-et-poulette,O710R7Q,Ghent,No Vegetarian Categories,1
collina-2-go,O711QRR,Ghent,No Vegetarian Categories,1
the-taste-of-india,O77NPON1,Ghent,No Vegetarian Categories,1
corner-city,O77P5P01,Ghent,No Vegetarian Categories,1
holy-guacamoly,O7P3PQQ,Ghent,No Vegetarian Categories,1
dunkin-gent,O7QNR1PN,Ghent,Vegan donuts,1
jaquet,O7R1307N,Ghent,No Vegetarian Categories,1
the-crispy-crunch-diner,O7R1NQQ,Ghent,No Vegetarian Categories,1
grab-a-wrap,O7RR5QR,Ghent,Vegetarian,1
chulo,ON01Q7PN,Ghent,No Vegetarian Categories,1
frituur-nederkouter-gent,ON7517R1,Ghent,No Vegetarian Categories,1
snack-deniz-gent,ON7QP111,Ghent,No Vegetarian Categories,1
casper-1,ONP3RPN1,Ghent,No Vegetarian Categories,1
kingslize-pizza-gent,ONPQP1N1,Ghent,"Vegan pizza,Vegan pizza's",2
destiny-asian-food-1,OO05PNR,Ghent,Vegetarian,1
fratelli-ditalia-gent,OO0O355N,Ghent,No Vegetarian Categories,1
thaithanee,OO0PPQ5,Ghent,No Vegetarian Categories,1
halal-fried-chicken-gent,OO30R0QN,Ghent,No Vegetarian Categories,1
asian-king,OONQ1011,Ghent,No Vegetarian Categories,1
rosa-gent,OOO050QN,Ghent,No Vegetarian Categories,1
tabouleh,OOON0301,Ghent,No Vegetarian Categories,1
patisserie-gantoise-gent,OOOR07PN,Ghent,No Vegetarian Categories,1
poke-point,OOQ73R01,Ghent,No Vegetarian Categories,1
babu-gent,OOQ7RQPN,Ghent,No Vegetarian Categories,1
otacos-gent,OOQRQ501,Ghent,No Vegetarian Categories,1
snack-dodo,OPNR5Q5,Wetteren,No Vegetarian Categories,1
pizza-diamond,OPPP01QN,Ghent,No Vegetarian Categories,1
foodmaker-gent-zuid,OPRQ01PN,Ghent,No Vegetarian Categories,1
brasserie-keizershof,OPRQOQN1,Ghent,No Vegetarian Categories,1
nat-thai,OQ15PRN1,Ghent,No Vegetarian Categories,1
le-pain-quotidien-kalandeberg,OQ31P0PN,Ghent,No Vegetarian Categories,1
delice-gent,OQ31R7R1,Ghent,No Vegetarian Categories,1
fusilli,OQ3O57PN,Ghent,No Vegetarian Categories,1
5th-gok,OQ5P3Q5,Ghent,No Vegetarian Categories,1
mana,OQ5R13N1,Ghent,No Vegetarian Categories,1
bij-mia-maria,OQ5RP7R,Ghent,NIEUW 100% vegan broodjes,1
the-peps-gent,OQN17RPN,Ghent,No Vegetarian Categories,1
the-pizza-masters-gent,OQPQQ5N1,Wetteren,No Vegetarian Categories,1
bella-vista,OQR1Q501,Ghent,No Vegetarian Categories,1
8tea5-ghent,OQR7317,Ghent,No Vegetarian Categories,1
hawaiian-poke-bowl-gent,OQRRONN1,Ghent,No Vegetarian Categories,1
pizza-overpoort-new,OR05P3R,Ghent,No Vegetarian Categories,1
hawin-bakkerij-gent,OR3001QN,Ghent,No Vegetarian Categories,1
the-buzzy-bunch,OR5R1N7N,Ghent,No Vegetarian Categories,1
lucmoon,ORN1QRR,Ghent,No Vegetarian Categories,1
moormoor,ORNRR0R,Ghent,No Vegetarian Categories,1
mister-friet,ORP30O01,Ghent,No Vegetarian Categories,1
planet-yoghurt-pasta,ORQ1PO01,Ghent,No Vegetarian Categories,1
asian-corner-takeaway-gent,Q033RPQN,Ghent,No Vegetarian Categories,1
ichi-bites,Q701P7O,Ghent,No Vegetarian Categories,1
tokyo-sushi,Q7N5O3O,Ghent,No Vegetarian Categories,1
japans-restaurant-amatsu,QNO5O3O,Ghent,No Vegetarian Categories,1
the-fresh-princess,R00N33QN,Ghent,No Vegetarian Categories,1
mas-bakery,R00P1OQN,Ghent,No Vegetarian Categories,1
el-fogon,R05OQPQN,Ghent,No Vegetarian Categories,1
yibei-tea,R0R005QN,Ghent,No Vegetarian Categories,1
veggiezond,R1501OQN,Ghent,Vegan bowl/kouden,1
pizzeria-pulcinella-gent,R315O7QN,Ghent,Veganistische pizza's,1
maestro,R353PPQN,Wetteren,No Vegetarian Categories,1
la-calzoneria,R3ONPNQN,Ghent,No Vegetarian Categories,1
bakkie-gent,R5N51OQN,Ghent,No Vegetarian Categories,1
chicken-world-gent,R71Q3OQN,Ghent,No Vegetarian Categories,1
oasian-gent,R771PNQN,Ghent,Vegan,1
pizzeria-da-toto-gent-gent,R773PPQN,Ghent,No Vegetarian Categories,1
honey-bunny,R7NQN1QN,Ghent,No Vegetarian Categories,1
lito,R7O53OQN,Ghent,No Vegetarian Categories,1
shawarma-syria,R7Q07OQN,Ghent,No Vegetarian Categories,1
c-kitchen-gent,R7R055QN,Ghent,No Vegetarian Categories,1
vier-mamas,R7R0O3QN,Ghent,No Vegetarian Categories,1
yokubo,RO1351QN,Ghent,No Vegetarian Categories,1
hoy-pinoy,RO3133QN,Ghent,No Vegetarian Categories,1
de-lange-friet,ROON55QN,Ghent,No Vegetarian Categories,1
eethuis-enjoy,ROPQP5QN,Ghent,No Vegetarian Categories,1
yokoso-gent,RPRP53QN,Ghent,No Vegetarian Categories,1
ruba-gent,RQ1QN1QN,Ghent,No Vegetarian Categories,1
ketchup-gent,RQ75O5QN,Ghent,No Vegetarian Categories,1
way-1,RQON75QN,Ghent,No Vegetarian Categories,1
ya-hala,RR0NPPQN,Ghent,No Vegetarian Categories,1
shack,RR3N15QN,Merelbeke,No Vegetarian Categories,1
cesar-pizza-snack-1,RRNO71QN,Ghent,No Vegetarian Categories,1
miyagi-san,01QNO37N,Groot-Bijgaarden,No Vegetarian Categories,1
au-vogelenzang,03NPO37N,Groot-Bijgaarden,No Vegetarian Categories,1
snack-baan-dilbeek,375P3R7N,Groot-Bijgaarden,No Vegetarian Categories,1
lemir,5QO0OON,Groot-Bijgaarden,No Vegetarian Categories,1
the-wemmels,O5OQ33N1,Wolvertem,No Vegetarian Categories,1
bella-italia-lennik,Q31Q7QO,Pamel,No Vegetarian Categories,1
pizza-hut-delivery-overijse-1,013NOP11,Overijse,No Vegetarian Categories,1
pizzeria-venezia-1050,0QR3OO11,Kortenberg,No Vegetarian Categories,1
moshi-mochi-la-hulpe,33R3OQ7N,Terlanen,No Vegetarian Categories,1
dominos-pizza-genval-1,3NPN0Q7N,Maleizen,"Pizzas vegan,Vegan Pizza's",2
un-giorno-allimprovviso,3OPP777N,Terlanen,No Vegetarian Categories,1
so-sushi,3Q110Q7N,Terlanen,No Vegetarian Categories,1
snack-tops,5PQO1ON,Terlanen,No Vegetarian Categories,1
makiline,N07R0Q7,Groot-Bijgaarden,No Vegetarian Categories,1
ninki,NN35QRO,Kraainem,No Vegetarian Categories,1
taj-mahal-express,NNO7105,Alsemberg,No Vegetarian Categories,1
beirut-plaza,NP0R307,Terlanen,No Vegetarian Categories,1
la-sultana,NQQOQQ7,Terlanen,No Vegetarian Categories,1
yotaya-overijse,O1PO535N,Terlanen,No Vegetarian Categories,1
kameha-poke,O3555RPN,Terlanen,No Vegetarian Categories,1
snack-loppem,O5PN0R01,Kortenberg,No Vegetarian Categories,1
le-corner,O7753031,Groot-Bijgaarden,No Vegetarian Categories,1
best-fresh,O7QN0RP,Terlanen,No Vegetarian Categories,1
le-soleil-de-marrakech,ON755QPN,Terlanen,No Vegetarian Categories,1
pizzeria-avanti,ONNQN07N,Terlanen,No Vegetarian Categories,1
lebnan,OO70OO01,Terlanen,No Vegetarian Categories,1
belchicken-wavre,OPP5517N,Terlanen,No Vegetarian Categories,1
bollywood-overijse-3,OQQ77RPN,Terlanen,No Vegetarian Categories,1
chez-fleur,Q0Q11,Terlanen,No Vegetarian Categories,1
le-petra,R0RP05QN,Terlanen,No Vegetarian Categories,1
sensei-sushi-meiser,R7OPQOQN,Vilvoorde,No Vegetarian Categories,1
sushi-midori,RN1P71QN,Terlanen,No Vegetarian Categories,1
pizzeria-prezzemolo,ROQ1ROQN,Terlanen,No Vegetarian Categories,1
kikowok-ixelles-1,RPOR7PQN,Groot-Bijgaarden,No Vegetarian Categories,1
genco-pizza,RQQ0N5QN,Terlanen,No Vegetarian Categories,1
chamas-tacos-anderlecht,03105Q5N,Groot-Bijgaarden,No Vegetarian Categories,1
restaurant-libanais,03PQ0511,Buizingen,No Vegetarian Categories,1
chamas-tacos-tubize,0PQROQ5N,Enghien,No Vegetarian Categories,1
friendzone,0Q3R7O11,Alsemberg,No Vegetarian Categories,1
pizza-hut-halle,3000R,Buizingen,No Vegetarian Categories,1
baracca,330QPO7N,Buizingen,No Vegetarian Categories,1
frituur-lorient-express,3375RP7N,Alsemberg,No Vegetarian Categories,1
pa-mi-pa-ella,35OQRO7N,Groot-Bijgaarden,No Vegetarian Categories,1
wang-buizingen,371NPN7N,Buizingen,No Vegetarian Categories,1
wok-style-original,3P57757N,Alsemberg,No Vegetarian Categories,1
moshimochi-1,3POO317N,Buizingen,No Vegetarian Categories,1
delice-du-liban,N0N5R3R,Halle,No Vegetarian Categories,1
yuan-traiteur,N0NO7ON,Alsemberg,No Vegetarian Categories,1
lorchidee-de-chine,N1RQ0Q5,Halle,No Vegetarian Categories,1
mister-greek,N1RQ175,Halle,No Vegetarian Categories,1
taverne-marina,N357RNQ,Sint-Kwintens-Lennik,No Vegetarian Categories,1
casa-di-mio,NQOP3NQ,Halle,No Vegetarian Categories,1
in-de-molen,NR3N557,Buizingen,No Vegetarian Categories,1
cicek-kebab,NRPR5O7,Groot-Bijgaarden,No Vegetarian Categories,1
miams-burger-saint-gilles,O0P35N31,Zaventem,Vegetarian burgers,1
tamishan-sushi,O1NQORPN,Buizingen,No Vegetarian Categories,1
new-time,O3QP3RP,Groot-Bijgaarden,No Vegetarian Categories,1
mags,O57PNRP,Buizingen,No Vegetarian Categories,1
dolce-italia-tubize-1,O7QQQ0QN,Halle,No Vegetarian Categories,1
bg-braine-lalleud,ON11P0QN,Alsemberg,No Vegetarian Categories,1
la-casa-del-papino,OO0R0031,Buizingen,No Vegetarian Categories,1
njoy-1,OO5303PN,Alsemberg,No Vegetarian Categories,1
la-pomme-waterloo,OPON17N1,Alsemberg,Veggies et vegan,1
los-gringos-1,OPPQ1011,Vollezele,No Vegetarian Categories,1
belchicken-halle,OQPR0P7N,Buizingen,No Vegetarian Categories,1
kameha-poke-braine-lalleud,OQQ3R0QN,Alsemberg,No Vegetarian Categories,1
les-filles-da-cote,OROQ01QN,Halle,No Vegetarian Categories,1
boelekewis,Q31011O,Buizingen,No Vegetarian Categories,1
bronx-burger,QO0NRPQN,Vilvoorde,No Vegetarian Categories,1
bella-pizza-1600,QP7QO5O,Buizingen,No Vegetarian Categories,1
boul-lauli-burger,R0Q351QN,Buizingen,No Vegetarian Categories,1
au-fourneau-de-braine,R0Q7Q3QN,Sint-Pieters-Kapelle,No Vegetarian Categories,1
dominos-pizza-sint-pieters-leeuw-1,R37571QN,Alsemberg,"Pizzas vegan,Vegan Pizza's",2
o-thai-neder-over-heembeek,R3N7O7QN,Groot-Bijgaarden,No Vegetarian Categories,1
bellanata,R5Q1PPQN,Buizingen,No Vegetarian Categories,1
shaka-sushi,R75ON5QN,Alsemberg,No Vegetarian Categories,1
pizzeria-dalessio-1480,RO3NQPQN,Alsemberg,No Vegetarian Categories,1
soupes-emois,RO5353QN,Halle,No Vegetarian Categories,1
night-shop-delivery,RP0P5PQN,Alsemberg,No Vegetarian Categories,1
au-bon-coeur,RROQ35QN,Alsemberg,No Vegetarian Categories,1
fresca-oudenaarde,0033775N,Eine,No Vegetarian Categories,1
dominos-pizza-oudenaarde,03Q3Q131,Eine,"Pizzas vegan,Vegan Pizza's",2
el-gusto-oudenaarde,O0Q51P7N,Eine,No Vegetarian Categories,1
pitta-grill-t-parkske-2,O0RNR1PN,0,No Vegetarian Categories,1
sushi-city-oudenaarde,O7OP037N,Eine,No Vegetarian Categories,1
tandoori-home,ORPQNQQ,Eine,No Vegetarian Categories,1
pizza-talia-oudenaarde,Q5P5P33,0,No Vegetarian Categories,1
place-2-eat,33O3117N,Kortrijk,No Vegetarian Categories,1
donatellos-pizza-izegem,O15RR0PN,Kortrijk,No Vegetarian Categories,1
t-friet-stekkerke,RQ0O71QN,Kortrijk,No Vegetarian Categories,1
la-campagna,35PQ0N,Harelbeke,No Vegetarian Categories,1
tibet-taste,3PQQ777N,Harelbeke,No Vegetarian Categories,1
pizza-hut-delivery-harelbeke,5R33073,Harelbeke,No Vegetarian Categories,1
fiona-pizzeria,N3N3P5R,Harelbeke,No Vegetarian Categories,1
dominos-pizza-harelbeke-gentsestraat,NNR773R,Harelbeke,"Pizzas vegan,Vegan Pizza's",2
dar-es-salaam,NPRP715,Harelbeke,No Vegetarian Categories,1
pizza-royal-waregem,O005O3PN,Ooigem,No Vegetarian Categories,1
pizza-di-roma-harelbeke,O0Q00501,Harelbeke,No Vegetarian Categories,1
mc-buffet,O501RO5N,Ooigem,No Vegetarian Categories,1
big-bites,O55P1P7N,Harelbeke,No Vegetarian Categories,1
mustachio-harelbeke,OR7N135N,Harelbeke,No Vegetarian Categories,1
agencys-grillhouse,ORQQ07N1,Harelbeke,No Vegetarian Categories,1
de-platse,R1105OQN,Ooigem,No Vegetarian Categories,1
polska-kuchnia-w-belgii,RN5QO1QN,Harelbeke,No Vegetarian Categories,1
rettes-burgerbar,RO5P0NQN,Harelbeke,No Vegetarian Categories,1
pizzeria-da-rony,RON7N,Harelbeke,No Vegetarian Categories,1
paolo-2,RP7R1PQN,Ooigem,No Vegetarian Categories,1
pizza-leie,RR355OQN,Ooigem,No Vegetarian Categories,1
chez-da-fano,01P7755N,Menin,No Vegetarian Categories,1
pizza-papa-paolos-kortrijk-2,05P5PP11,Ooigem,No Vegetarian Categories,1
pitta-nazar,33QQ3N,Harelbeke,No Vegetarian Categories,1
sesam,37R3P57N,Harelbeke,No Vegetarian Categories,1
dominos-pizza-wevelgem,37R5PR7N,Kortrijk,"Pizzas vegan,Vegan Pizza's",2
dominos-pizza-kortrijk-waterpoort,3OO3Q57N,Kortrijk,"Pizzas vegan,Vegan Pizza's",2
o-grill,3PPQ00QN,Kortrijk,No Vegetarian Categories,1
noor-pizza,3Q13RR7N,Harelbeke,No Vegetarian Categories,1
le-samourai,NOR50NN,Menin,No Vegetarian Categories,1
eat-co,NQ01PR7,Ooigem,No Vegetarian Categories,1
fluffy-falafel,O1517PN1,Harelbeke,"Vegan food,Vegan worsten",2
palombino-pizzeria-napoletana,O5RNR35N,Kortrijk,No Vegetarian Categories,1
meat-heat,O7PRRON1,Ooigem,No Vegetarian Categories,1
masala-express-1,O7Q1N011,Harelbeke,No Vegetarian Categories,1
stop-by-arthus,ON151701,Menin,No Vegetarian Categories,1
xu-jian-li,OP0RNRP,Kortrijk,No Vegetarian Categories,1
pizza-hut-delivery-kortrijk-1,OP30N3N1,Kortrijk,No Vegetarian Categories,1
the-noodles-bar,OPORN17,Harelbeke,No Vegetarian Categories,1
sakura-kortrijk,Q03N5QO,Harelbeke,No Vegetarian Categories,1
royalfin-sushi-kitchen,R30035QN,Kortrijk,No Vegetarian Categories,1
frituur-puur-harelbeke,R70N53QN,Ooigem,No Vegetarian Categories,1
jeronimos-pizza,RP0173QN,Kortrijk,No Vegetarian Categories,1
my-pizza-kortrijk,RQ3R1NQN,Harelbeke,No Vegetarian Categories,1
viva-la-snack,RRQOPNQN,Kortrijk,No Vegetarian Categories,1
dinneryou,3Q31OQ7N,Kruisstraat,No Vegetarian Categories,1
belchicken-lochristi,N1RRRQ7,Beervelde,No Vegetarian Categories,1
pizza-heat-temse,NP33Q7O,Kruisstraat,No Vegetarian Categories,1
sixtyone,O3730001,Kruisstraat,No Vegetarian Categories,1
tokcel,0RR3R55N,Zele,No Vegetarian Categories,1
pitza-service-lokeren,1O37,Wetteren,No Vegetarian Categories,1
dominos-pizza-lokeren,N0P7NN5,Lokeren,"Pizzas vegan,Vegan Pizza's",2
de-pyramide-9160,NNRN07Q,Beervelde,No Vegetarian Categories,1
mersan,NPP5N,Kruisstraat,No Vegetarian Categories,1
kangei-sushibar,NQ01037,Beveren,No Vegetarian Categories,1
pizza-hut-delivery-lokeren,NR01QOR,Lokeren,No Vegetarian Categories,1
umai-sushi,O0R1QO01,Zele,No Vegetarian Categories,1
karine,O37NNP7N,Aalst,No Vegetarian Categories,1
pellys-nachos,ONQ3R0QN,Schoonaarde,No Vegetarian Categories,1
kaai-31,OOR07PN1,Beveren,No Vegetarian Categories,1
royal-donuts-lokeren,OQ3350QN,Zele,"Vegan donuts,Royal crossnut vegan fourré,Royal crossnut vegan filled",3
pizza-lestina,OQ55Q1PN,Kruisstraat,No Vegetarian Categories,1
sakimi-sushi-zele,OQ5Q7NPN,Schoonaarde,No Vegetarian Categories,1
bosphorus-lokeren,OR1RNN7N,Beervelde,No Vegetarian Categories,1
pitta-alpay-9080,OR3570PN,Kruisstraat,No Vegetarian Categories,1
pita-home,PN5RNP,Zele,No Vegetarian Categories,1
pizza-heat-ochange,Q5RRON5,Lokeren,No Vegetarian Categories,1
pitta-karine,Q7P7N,Aalst,No Vegetarian Categories,1
pizza-heat-zele,QP5NQPO,Zele,No Vegetarian Categories,1
pizza-time-eksaarde,R31QQPQN,Kruisstraat,No Vegetarian Categories,1
squisito-belsele-1,R35R03QN,Lokeren,No Vegetarian Categories,1
istiklal-breakfast-lunch-9240-zele,R73RQ5QN,Schoonaarde,No Vegetarian Categories,1
pizza-pazzi,R7PPO3QN,Kruisstraat,No Vegetarian Categories,1
antwerpen-fried-chicken-5-sint-niklaas-1,RP7571QN,Beveren,No Vegetarian Categories,1
brasserie-de-laatste-afslag,RQQ1PPQN,Kruisstraat,No Vegetarian Categories,1
pizza-maestro-belsele,RRP503QN,Beveren,No Vegetarian Categories,1
pitta-diana-1,5R1P5QN,Bassevelde,No Vegetarian Categories,1
le-printemps-spiere-helkijn,055N0711,Kortrijk,No Vegetarian Categories,1
pizza-florida,305P077N,Ronse,No Vegetarian Categories,1
wokbar-waregem,375QRO7N,Ooigem,No Vegetarian Categories,1
de-milano,5P5Q3R3,Ooigem,No Vegetarian Categories,1
pizza-taliano,N511OO7,Harelbeke,No Vegetarian Categories,1
excellasagne,OROPQQN1,Ooigem,No Vegetarian Categories,1
den-toren,Q001QO3,Ooigem,No Vegetarian Categories,1
friet-shop-online,RQR153QN,Ooigem,No Vegetarian Categories,1
pizza-club,3NOP501,Kortenberg,No Vegetarian Categories,1
de-pizzabakker,5OQR05N,Kortenberg,No Vegetarian Categories,1
snack-kalender,O15R717N,Diegem,No Vegetarian Categories,1
sora-sushi,O7717NPN,Boortmeerbeek,No Vegetarian Categories,1
mekong-river,O77PN301,Groot-Bijgaarden,No Vegetarian Categories,1
can-pizzeria,O7OP1N7N,Vilvoorde,No Vegetarian Categories,1
chamas-tacos-schaerbeek,ON7P3N7N,Vilvoorde,No Vegetarian Categories,1
snack-bodrum-zaventem-1,OP01QN7N,Diegem,No Vegetarian Categories,1
poke-dream-vilvoorde1800,OQQRN1QN,Groot-Bijgaarden,No Vegetarian Categories,1
sawadee-thai,OR3ONNP,Boortmeerbeek,No Vegetarian Categories,1
euro-pizza-grill,R70PROQN,Boortmeerbeek,No Vegetarian Categories,1
gelateria-dell-osteria-michele,RNR0R3QN,Kortenberg,No Vegetarian Categories,1
mikazuki,RO5NO5QN,Kortenberg,No Vegetarian Categories,1
snack-express-1,RR0305QN,Vilvoorde,No Vegetarian Categories,1
pizza-pisa,030N7Q5N,Ghent,No Vegetarian Categories,1
atlas-lunch-en-grillroom,03575Q11,Kruisstraat,No Vegetarian Categories,1
grillhuis,05105O7N,Ghent,No Vegetarian Categories,1
ottoman-grillhouse-gent,0N1NRQ11,Ghent,No Vegetarian Categories,1
de-pyramiden,335OPR,Bassevelde,No Vegetarian Categories,1
pita4you-zelzate,3QN0N37N,Bassevelde,No Vegetarian Categories,1
punjab-tandoori,N0315PO,Ghent,Vegetarian dishes,1
dominos-pizza-gent-rooigemlaan,N05O3OR,Ghent,"Pizzas vegan,Vegan Pizza's",2
selale-restaurant,NR71ONQ,Ghent,No Vegetarian Categories,1
pizza-aurelia-gent,O0OQR5N1,Ghent,No Vegetarian Categories,1
asian-delight,O0QR7QP,Wetteren,Vegan Nepal,1
anatolies,O11R1NN1,Ghent,No Vegetarian Categories,1
gewoonanders,O1517P7N,Ghent,No Vegetarian Categories,1
pizza-king-gent,O1N17NNN,Ghent,No Vegetarian Categories,1
pitta-saray-gent-1,O1RO77R1,Ghent,No Vegetarian Categories,1
lfc,O3N1PO01,Bassevelde,No Vegetarian Categories,1
pitta-izmir-2,O5077NPN,Bassevelde,No Vegetarian Categories,1
maison-sahra,O531R7R1,Ghent,No Vegetarian Categories,1
wok-yu-gent,O53OO1N1,Wetteren,No Vegetarian Categories,1
pitta-canan,O53Q0031,Ghent,No Vegetarian Categories,1
atlas-seafood,O5ORR0PN,Kruisstraat,No Vegetarian Categories,1
antwerp-fried-chicken-2,O5P10RPN,Ghent,No Vegetarian Categories,1
de-saffraan-gent,O7137PPN,Kruisstraat,No Vegetarian Categories,1
pitta-can-9040,O7P0PP01,Ghent,No Vegetarian Categories,1
saffuriya-sweets,ON7O0301,Ghent,No Vegetarian Categories,1
pizza-heart,ON7R7QPN,Ghent,No Vegetarian Categories,1
kates-kitchen,ONRP10PN,Ghent,Vegetarian dishes,1
marmara,ONRPR501,Ghent,No Vegetarian Categories,1
